,Year,State,County,Number Unemployed,Percent Unemployed,Number of Crimes,Total Labor Force,Coordinates,Crimes per Capita,Number Unemployed for Area Counties (50 Miles),Unemployed Percent for Area Counties (50 Miles),Number of Crimes for Area Counties (50 Miles),Crime Percent for Area Counties (50 Miles),Coordinates for Area Counties (50 Miles),Total Area Counties (50 Miles),Highest Unemployment in Area (50 Miles),Lowest Unemployment in Area (50 Miles),Highest Crime Rate in Area (50 Miles),Lowest Crime Rate in Area (50 Miles)
60,2010,AL,Perry,654.5,16.84167,1,3890.58333,"(32.598888, -87.30161319999999)",0.00026,"[1020.41667, 971.66667, 654.5, 3002.41667, 570.83333, 804.91667, 2282.0, 1998.41667, 803.0, 1114.66667]","[11.425, 15.09167, 16.84167, 16.875, 17.24167, 26.25833, 8.9, 10.275, 18.45833, 13.7]","[658, 362, 1, 3401, 612, 200, 700, 2401, 588, 1379]","[0.07365, 0.05617, 0.00026, 0.19097, 0.18513, 0.06523, 0.02722, 0.12337, 0.13516, 0.16951]","['(32.9562798, -87.14228949999999)', '(32.7859102, -87.6186379)', '(32.598888, -87.30161319999999)', '(32.2332138, -87.14228949999999)', '(32.9718107, -87.9334803)', '(32.0105439, -87.3413599)', '(32.5791817, -86.49965460000001)', '(32.944392, -86.6611083)', '(32.221464, -86.6611083)', '(32.2459085, -87.77633329999999)']",10,False,False,False,True
66,2010,AL,Blount,2445.83333,9.84167,661,24905.83333,"(34.0145152, -86.49965460000001)",0.02654,"[2445.83333, 4806.91667, 6216.75, 7261.58333, 3463.5, 5859.5, 3757.08333, 14177.08333, 1578.83333, 1218.83333, 3997.33333, 32892.5, 4739.75]","[9.84167, 10.94167, 10.76667, 7.10833, 12.71667, 11.36667, 10.44167, 8.35, 16.0, 10.64167, 9.61667, 10.33333, 13.51667]","[661, 8334, 2416, 5810, 3336, 8222, 4229, 5735, 576, 1550, 3950, 32317, 6343]","[0.02654, 0.18941, 0.04179, 0.05675, 0.12229, 0.15947, 0.11761, 0.03377, 0.05828, 0.13521, 0.09487, 0.10146, 0.18057]","['(34.0145152, -86.49965460000001)', '(34.0455341, -86.05296039999999)', '(34.4240875, -86.86218269999999)', '(33.3039292, -86.6611083)', '(33.8563605, -87.30161319999999)', '(33.7701576, -85.80766)', '(34.2011537, -86.8220341)', '(34.72397309999999, -86.49965460000001)', '(34.1690087, -87.3413599)', '(34.1665322, -85.684578)', '(34.3652297, -86.3376761)', '(33.4914122, -86.9824288)', '(33.4231716, -86.1344697)']",13,False,False,False,True
72,2010,AL,Butler,1262.75,13.66667,1224,9261.0,"(31.6760284, -86.6611083)",0.13217,"[1478.91667, 1262.75, 1816.75, 3002.41667, 1580.75, 804.91667, 860.0, 803.0, 638.75, 1769.08333, 1695.91667, 10861.16667]","[9.44167, 13.66667, 8.60833, 16.875, 18.13333, 26.25833, 17.25833, 18.45833, 10.19167, 11.8, 10.35, 9.99167]","[2865, 1224, 753, 3401, 1275, 200, 752, 588, 346, 2020, 1719, 25130]","[0.18275, 0.13217, 0.03571, 0.19097, 0.14635, 0.06523, 0.15067, 0.13516, 0.05506, 0.13461, 0.10471, 0.23107]","['(31.8395163, -86.0121573)', '(31.6760284, -86.6611083)', '(31.4751172, -86.0121573)', '(32.2332138, -87.14228949999999)', '(31.5119068, -87.460397)', '(32.0105439, -87.3413599)', '(31.501571, -86.9824288)', '(32.221464, -86.6611083)', '(31.6671872, -86.3376761)', '(31.1394734, -87.14228949999999)', '(31.3066438, -86.49965460000001)', '(32.2077447, -86.17517590000001)']",12,False,False,False,False
78,2010,AL,Clarke,1807.66667,19.85833,761,9107.25,"(31.7002461, -87.77633329999999)",0.08356,"[1807.66667, 1580.75, 804.91667, 643.66667, 860.0, 1114.66667, 1049.75]","[19.85833, 18.13333, 26.25833, 13.25833, 17.25833, 13.7, 14.225]","[761, 1275, 200, 161, 752, 1379, 420]","[0.08356, 0.14635, 0.06523, 0.03313, 0.15067, 0.16951, 0.05688]","['(31.7002461, -87.77633329999999)', '(31.5119068, -87.460397)', '(32.0105439, -87.3413599)', '(32.0716631, -88.24611829999999)', '(31.501571, -86.9824288)', '(32.2459085, -87.77633329999999)', '(31.3422346, -88.24611829999999)']",7,False,False,False,False
84,2010,AL,Coffee,1816.75,8.60833,753,21087.83333,"(31.4751172, -86.0121573)",0.03571,"[1947.75, 1478.91667, 790.41667, 1262.75, 1816.75, 1196.75, 1262.33333, 584.66667, 4244.41667, 638.75, 1695.91667, 745.33333]","[8.83333, 9.44167, 10.91667, 13.66667, 8.60833, 10.375, 12.375, 11.80833, 9.15, 10.19167, 10.35, 10.375]","[2160, 2865, 471, 1224, 753, 1047, 963, 269, 1679, 346, 1719, 585]","[0.09786, 0.18275, 0.06488, 0.13217, 0.03571, 0.09058, 0.09422, 0.05445, 0.03617, 0.05506, 0.10471, 0.08136]","['(31.4645298, -85.684578)', '(31.8395163, -86.0121573)', '(31.4469377, -85.1894045)', '(31.6760284, -86.6611083)', '(31.4751172, -86.0121573)', '(31.0990456, -85.684578)', '(31.8172896, -85.35496499999999)', '(32.0573536, -85.7256372)', '(31.1318686, -85.31362179999999)', '(31.6671872, -86.3376761)', '(31.3066438, -86.49965460000001)', '(30.8740806, -85.80766)']",12,False,True,False,True
90,2010,AL,Dallas,3002.41667,16.875,3401,17808.75,"(32.2332138, -87.14228949999999)",0.19097,"[1020.41667, 971.66667, 654.5, 1262.75, 3002.41667, 804.91667, 2282.0, 803.0, 1114.66667]","[11.425, 15.09167, 16.84167, 13.66667, 16.875, 26.25833, 8.9, 18.45833, 13.7]","[658, 362, 1, 1224, 3401, 200, 700, 588, 1379]","[0.07365, 0.05617, 0.00026, 0.13217, 0.19097, 0.06523, 0.02722, 0.13516, 0.16951]","['(32.9562798, -87.14228949999999)', '(32.7859102, -87.6186379)', '(32.598888, -87.30161319999999)', '(31.6760284, -86.6611083)', '(32.2332138, -87.14228949999999)', '(32.0105439, -87.3413599)', '(32.5791817, -86.49965460000001)', '(32.221464, -86.6611083)', '(32.2459085, -87.77633329999999)']",9,False,False,True,False
96,2010,AL,Dekalb,3915.66667,12.69167,576,30941.75,"(34.5211397, -85.684578)",0.01862,"[3915.66667, 4806.91667, 2879.5, 14177.08333, 1218.83333, 3997.33333, 724.08333, 2245.75, 5336.91667, 3318.66667, 3191.58333, 2686.25, 1245.75, 5660.66667]","[12.69167, 10.94167, 11.85, 8.35, 10.64167, 9.61667, 8.68333, 12.00833, 11.84167, 12.73333, 10.29167, 8.55833, 11.66667, 11.88333]","[576, 8334, 1940, 5735, 1550, 3950, 559, 2971, 7717, 3305, 4114, 2686, 556, 6544]","[0.01862, 0.18941, 0.07968, 0.03377, 0.13521, 0.09487, 0.06696, 0.15897, 0.17116, 0.12679, 0.1328, 0.08568, 0.05211, 0.13737]","['(34.5211397, -85.684578)', '(34.0455341, -86.05296039999999)', '(34.7090388, -86.0121573)', '(34.72397309999999, -86.49965460000001)', '(34.1665322, -85.684578)', '(34.3652297, -86.3376761)', '(34.9109017, -85.47880649999999)', '(34.0132398, -85.14793639999999)', '(34.2828967, -85.2308414)', '(34.4891699, -84.8567932)', '(34.6858231, -85.35496499999999)', '(34.8981727, -85.14793639999999)', '(34.4632661, -85.31362179999999)', '(34.8033566, -84.981754)']",14,False,False,False,True
102,2010,AL,Elmore,3320.66667,9.05833,132,36682.75,"(32.5647083, -86.0121573)",0.0036,"[6005.75, 1478.91667, 717.08333, 1319.08333, 3320.66667, 2282.0, 584.66667, 1998.41667, 803.0, 2199.75, 10861.16667, 2499.83333]","[9.025, 9.44167, 15.40833, 14.76667, 9.05833, 8.9, 11.80833, 10.275, 18.45833, 14.925, 9.99167, 13.10833]","[7107, 2865, 2, 1909, 132, 700, 269, 2401, 588, 2894, 25130, 2456]","[0.10645, 0.18275, 0.00043, 0.2136, 0.0036, 0.02722, 0.05445, 0.12337, 0.13516, 0.19615, 0.23107, 0.12873]","['(32.5888702, -85.39627689999999)', '(31.8395163, -86.0121573)', '(32.8897772, -86.2196937)', '(32.3731182, -85.684578)', '(32.5647083, -86.0121573)', '(32.5791817, -86.49965460000001)', '(32.0573536, -85.7256372)', '(32.944392, -86.6611083)', '(32.221464, -86.6611083)', '(32.9028048, -85.35496499999999)', '(32.2077447, -86.17517590000001)', '(32.9201244, -85.84862360000001)']",12,False,False,False,False
108,2010,AL,Etowah,4806.91667,10.94167,8334,44000.16667,"(34.0455341, -86.05296039999999)",0.18941,"[2445.83333, 3915.66667, 4806.91667, 5859.5, 3757.08333, 2879.5, 1218.83333, 604.0, 3997.33333, 4739.75, 5336.91667]","[9.84167, 12.69167, 10.94167, 11.36667, 10.44167, 11.85, 10.64167, 10.025, 9.61667, 13.51667, 11.84167]","[661, 576, 8334, 8222, 4229, 1940, 1550, 616, 3950, 6343, 7717]","[0.02654, 0.01862, 0.18941, 0.15947, 0.11761, 0.07968, 0.13521, 0.1021, 0.09487, 0.18057, 0.17116]","['(34.0145152, -86.49965460000001)', '(34.5211397, -85.684578)', '(34.0455341, -86.05296039999999)', '(33.7701576, -85.80766)', '(34.2011537, -86.8220341)', '(34.7090388, -86.0121573)', '(34.1665322, -85.684578)', '(33.6261707, -85.52002399999999)', '(34.3652297, -86.3376761)', '(33.4231716, -86.1344697)', '(34.2828967, -85.2308414)']",11,False,False,True,False
114,2010,AL,Geneva,1196.75,10.375,1047,11558.75,"(31.0990456, -85.684578)",0.09058,"[1947.75, 790.41667, 1816.75, 1196.75, 4244.41667, 745.33333, 2437.41667, 1723.75, 1088.16667, 423.91667]","[8.83333, 10.91667, 8.60833, 10.375, 9.15, 10.375, 9.41667, 9.1, 10.55833, 12.54167]","[2160, 471, 753, 1047, 1679, 585, 3141, 3058, 720, 310]","[0.09786, 0.06488, 0.03571, 0.09058, 0.03617, 0.08136, 0.12088, 0.16148, 0.06991, 0.09164]","['(31.4645298, -85.684578)', '(31.4469377, -85.1894045)', '(31.4751172, -86.0121573)', '(31.0990456, -85.684578)', '(31.1318686, -85.31362179999999)', '(30.8740806, -85.80766)', '(30.56401989999999, -86.17517590000001)', '(30.7150882, -85.1894045)', '(30.548737, -85.684578)', '(30.9331429, -84.8984775)']",10,False,False,False,False
120,2010,AL,Greene,570.83333,17.24167,612,3305.83333,"(32.9718107, -87.9334803)",0.18513,"[1020.41667, 971.66667, 654.5, 570.83333, 770.83333, 1011.5, 8642.0, 576.0, 3098.33333, 699.33333]","[11.425, 15.09167, 16.84167, 17.24167, 13.33333, 13.18333, 9.21667, 14.75, 11.86667, 15.81667]","[658, 362, 1, 612, 492, 451, 17670, 85, 3297, 350]","[0.07365, 0.05617, 0.00026, 0.18513, 0.08517, 0.05859, 0.18815, 0.02176, 0.12611, 0.079]","['(32.9562798, -87.14228949999999)', '(32.7859102, -87.6186379)', '(32.598888, -87.30161319999999)', '(32.9718107, -87.9334803)', '(32.6155551, -88.24611829999999)', '(33.3339954, -88.0900762)', '(33.3227653, -87.460397)', '(32.8018452, -88.7108964)', '(33.473423, -88.4403883)', '(33.1605608, -88.55653099999999)']",10,True,False,False,False
126,2010,AL,Marion,1792.16667,13.55833,1035,13215.25,"(34.0441174, -87.77633329999999)",0.07832,"[766.83333, 1792.16667, 3463.5, 2774.5, 888.75, 1578.83333, 1530.75, 1877.0, 2143.25, 1167.08333]","[13.20833, 13.55833, 12.71667, 11.46667, 13.025, 16.0, 10.76667, 12.60833, 13.15833, 11.275]","[149, 1035, 3336, 2833, 409, 576, 1176, 292, 1038, 182]","[0.02568, 0.07832, 0.12229, 0.11693, 0.05988, 0.05828, 0.0825, 0.0196, 0.06368, 0.01758]","['(33.6923649, -88.0900762)', '(34.0441174, -87.77633329999999)', '(33.8563605, -87.30161319999999)', '(34.7117567, -87.89424509999999)', '(33.6871392, -87.77633329999999)', '(34.1690087, -87.3413599)', '(34.3967457, -87.6186379)', '(34.567428, -87.30161319999999)', '(33.8773585, -88.55653099999999)', '(34.2317882, -88.4016041)']",10,False,False,False,False
132,2010,AL,Mobile,21786.75,11.33333,43439,192729.8333,"(30.6082227, -88.24611829999999)",0.22539,"[21786.75, 8339.41667, 1006.0, 546.16667, 6132.33333, 7794.0]","[11.33333, 10.00833, 11.475, 11.93333, 9.54167, 8.79167]","[43439, 8801, 329, 108, 11036, 18214]","[0.22539, 0.10545, 0.03756, 0.02358, 0.1713, 0.20524]","['(30.6082227, -88.24611829999999)', '(30.6010744, -87.77633329999999)', '(30.8431226, -88.6723578)', '(31.1646163, -88.7108964)', '(30.4278212, -88.55653099999999)', '(30.432087, -89.0179332)']",6,False,False,True,False
138,2010,AL,Monroe,1580.75,18.13333,1275,8712.16667,"(31.5119068, -87.460397)",0.14635,"[1262.75, 1807.66667, 1580.75, 804.91667, 860.0, 1769.08333, 1049.75]","[13.66667, 19.85833, 18.13333, 26.25833, 17.25833, 11.8, 14.225]","[1224, 761, 1275, 200, 752, 2020, 420]","[0.13217, 0.08356, 0.14635, 0.06523, 0.15067, 0.13461, 0.05688]","['(31.6760284, -86.6611083)', '(31.7002461, -87.77633329999999)', '(31.5119068, -87.460397)', '(32.0105439, -87.3413599)', '(31.501571, -86.9824288)', '(31.1394734, -87.14228949999999)', '(31.3422346, -88.24611829999999)']",7,False,False,False,False
144,2010,AL,Morgan,6216.75,10.76667,2416,57816.58333,"(34.4240875, -86.86218269999999)",0.04179,"[2445.83333, 6216.75, 3463.5, 3757.08333, 14177.08333, 1578.83333, 1530.75, 1877.0, 3997.33333, 3695.5]","[9.84167, 10.76667, 12.71667, 10.44167, 8.35, 16.0, 10.76667, 12.60833, 9.61667, 9.65833]","[661, 2416, 3336, 4229, 5735, 576, 1176, 292, 3950, 2816]","[0.02654, 0.04179, 0.12229, 0.11761, 0.03377, 0.05828, 0.0825, 0.0196, 0.09487, 0.07348]","['(34.0145152, -86.49965460000001)', '(34.4240875, -86.86218269999999)', '(33.8563605, -87.30161319999999)', '(34.2011537, -86.8220341)', '(34.72397309999999, -86.49965460000001)', '(34.1690087, -87.3413599)', '(34.3967457, -87.6186379)', '(34.567428, -87.30161319999999)', '(34.3652297, -86.3376761)', '(34.78000720000001, -86.9423801)']",10,False,False,False,False
150,2010,AL,Shelby,7261.58333,7.10833,5810,102371.5833,"(33.3039292, -86.6611083)",0.05675,"[1020.41667, 845.91667, 717.08333, 2445.83333, 7261.58333, 1998.41667, 32892.5, 4739.75, 8642.0]","[11.425, 14.46667, 15.40833, 9.84167, 7.10833, 10.275, 10.33333, 13.51667, 9.21667]","[658, 208, 2, 661, 5810, 2401, 32317, 6343, 17670]","[0.07365, 0.03555, 0.00043, 0.02654, 0.05675, 0.12337, 0.10146, 0.18057, 0.18815]","['(32.9562798, -87.14228949999999)', '(33.279527, -85.84862360000001)', '(32.8897772, -86.2196937)', '(34.0145152, -86.49965460000001)', '(33.3039292, -86.6611083)', '(32.944392, -86.6611083)', '(33.4914122, -86.9824288)', '(33.4231716, -86.1344697)', '(33.3227653, -87.460397)']",9,False,True,False,False
156,2010,AL,Sumter,770.83333,13.33333,492,5776.91667,"(32.6155551, -88.24611829999999)",0.08517,"[971.66667, 570.83333, 770.83333, 643.66667, 1114.66667, 576.0, 699.33333, 3521.58333]","[15.09167, 17.24167, 13.33333, 13.25833, 13.7, 14.75, 15.81667, 10.65833]","[362, 612, 492, 161, 1379, 85, 350, 6450]","[0.05617, 0.18513, 0.08517, 0.03313, 0.16951, 0.02176, 0.079, 0.19509]","['(32.7859102, -87.6186379)', '(32.9718107, -87.9334803)', '(32.6155551, -88.24611829999999)', '(32.0716631, -88.24611829999999)', '(32.2459085, -87.77633329999999)', '(32.8018452, -88.7108964)', '(33.1605608, -88.55653099999999)', '(32.4401578, -88.7108964)']",8,False,False,False,False
162,2010,AL,Walker,3463.5,12.71667,3336,27278.58333,"(33.8563605, -87.30161319999999)",0.12229,"[766.83333, 2445.83333, 1792.16667, 6216.75, 3463.5, 3757.08333, 888.75, 1578.83333, 1530.75, 1877.0, 32892.5, 8642.0]","[13.20833, 9.84167, 13.55833, 10.76667, 12.71667, 10.44167, 13.025, 16.0, 10.76667, 12.60833, 10.33333, 9.21667]","[149, 661, 1035, 2416, 3336, 4229, 409, 576, 1176, 292, 32317, 17670]","[0.02568, 0.02654, 0.07832, 0.04179, 0.12229, 0.11761, 0.05988, 0.05828, 0.0825, 0.0196, 0.10146, 0.18815]","['(33.6923649, -88.0900762)', '(34.0145152, -86.49965460000001)', '(34.0441174, -87.77633329999999)', '(34.4240875, -86.86218269999999)', '(33.8563605, -87.30161319999999)', '(34.2011537, -86.8220341)', '(33.6871392, -87.77633329999999)', '(34.1690087, -87.3413599)', '(34.3967457, -87.6186379)', '(34.567428, -87.30161319999999)', '(33.4914122, -86.9824288)', '(33.3227653, -87.460397)']",12,False,False,False,False
168,2010,AL,Wilcox,804.91667,26.25833,200,3066.08333,"(32.0105439, -87.3413599)",0.06523,"[654.5, 1262.75, 1807.66667, 3002.41667, 1580.75, 804.91667, 860.0, 803.0, 1114.66667]","[16.84167, 13.66667, 19.85833, 16.875, 18.13333, 26.25833, 17.25833, 18.45833, 13.7]","[1, 1224, 761, 3401, 1275, 200, 752, 588, 1379]","[0.00026, 0.13217, 0.08356, 0.19097, 0.14635, 0.06523, 0.15067, 0.13516, 0.16951]","['(32.598888, -87.30161319999999)', '(31.6760284, -86.6611083)', '(31.7002461, -87.77633329999999)', '(32.2332138, -87.14228949999999)', '(31.5119068, -87.460397)', '(32.0105439, -87.3413599)', '(31.501571, -86.9824288)', '(32.221464, -86.6611083)', '(32.2459085, -87.77633329999999)']",9,True,False,False,False
174,2010,AL,Autauga,2282.0,8.9,700,25712.5,"(32.5791817, -86.49965460000001)",0.02722,"[1020.41667, 717.08333, 1319.08333, 654.5, 3002.41667, 3320.66667, 2282.0, 1998.41667, 803.0, 10861.16667, 2499.83333]","[11.425, 15.40833, 14.76667, 16.84167, 16.875, 9.05833, 8.9, 10.275, 18.45833, 9.99167, 13.10833]","[658, 2, 1909, 1, 3401, 132, 700, 2401, 588, 25130, 2456]","[0.07365, 0.00043, 0.2136, 0.00026, 0.19097, 0.0036, 0.02722, 0.12337, 0.13516, 0.23107, 0.12873]","['(32.9562798, -87.14228949999999)', '(32.8897772, -86.2196937)', '(32.3731182, -85.684578)', '(32.598888, -87.30161319999999)', '(32.2332138, -87.14228949999999)', '(32.5647083, -86.0121573)', '(32.5791817, -86.49965460000001)', '(32.944392, -86.6611083)', '(32.221464, -86.6611083)', '(32.2077447, -86.17517590000001)', '(32.9201244, -85.84862360000001)']",11,False,True,False,False
180,2010,AL,Baldwin,8339.41667,10.00833,8801,83459.83333,"(30.6010744, -87.77633329999999)",0.10545,"[21786.75, 8339.41667, 14158.08333, 6619.66667, 6132.33333]","[11.33333, 10.00833, 10.11667, 9.275, 9.54167]","[43439, 8801, 30956, 4581, 11036]","[0.22539, 0.10545, 0.22125, 0.06422, 0.1713]","['(30.6082227, -88.24611829999999)', '(30.6010744, -87.77633329999999)', '(30.6389408, -87.3413599)', '(30.7689907, -86.9824288)', '(30.4278212, -88.55653099999999)']",5,False,False,False,False
186,2010,AL,Barbour,1262.33333,12.375,963,10221.25,"(31.8172896, -85.35496499999999)",0.09422,"[1947.75, 1478.91667, 790.41667, 1319.08333, 1816.75, 1262.33333, 584.66667, 4244.41667, 2589.16667, 128.33333, 524.91667, 229.58333, 101.08333, 248.16667, 363.0]","[8.83333, 9.44167, 10.91667, 14.76667, 8.60833, 12.375, 11.80833, 9.15, 10.89167, 11.68333, 11.725, 8.76667, 10.04167, 10.325, 12.16667]","[2160, 2865, 471, 1909, 753, 963, 269, 1679, 1078, 16, 658, 146, 140, 66, 136]","[0.09786, 0.18275, 0.06488, 0.2136, 0.03571, 0.09422, 0.05445, 0.03617, 0.04527, 0.01453, 0.14696, 0.05573, 0.13918, 0.02747, 0.04565]","['(31.4645298, -85.684578)', '(31.8395163, -86.0121573)', '(31.4469377, -85.1894045)', '(32.3731182, -85.684578)', '(31.4751172, -86.0121573)', '(31.8172896, -85.35496499999999)', '(32.0573536, -85.7256372)', '(31.1318686, -85.31362179999999)', '(32.3552497, -85.1894045)', '(31.6447931, -85.0025539)', '(31.3901106, -84.8984775)', '(31.5621777, -84.6479124)', '(31.8485969, -84.981754)', '(32.1141344, -84.8150781)', '(31.7913398, -84.68974949999999)']",15,False,False,False,False
192,2010,AL,Bullock,584.66667,11.80833,269,4940.25,"(32.0573536, -85.7256372)",0.05445,"[6005.75, 1947.75, 1478.91667, 1319.08333, 1816.75, 3320.66667, 1262.33333, 584.66667, 2589.16667, 638.75, 10861.16667, 101.08333]","[9.025, 8.83333, 9.44167, 14.76667, 8.60833, 9.05833, 12.375, 11.80833, 10.89167, 10.19167, 9.99167, 10.04167]","[7107, 2160, 2865, 1909, 753, 132, 963, 269, 1078, 346, 25130, 140]","[0.10645, 0.09786, 0.18275, 0.2136, 0.03571, 0.0036, 0.09422, 0.05445, 0.04527, 0.05506, 0.23107, 0.13918]","['(32.5888702, -85.39627689999999)', '(31.4645298, -85.684578)', '(31.8395163, -86.0121573)', '(32.3731182, -85.684578)', '(31.4751172, -86.0121573)', '(32.5647083, -86.0121573)', '(31.8172896, -85.35496499999999)', '(32.0573536, -85.7256372)', '(32.3552497, -85.1894045)', '(31.6671872, -86.3376761)', '(32.2077447, -86.17517590000001)', '(31.8485969, -84.981754)']",12,False,False,False,False
198,2010,AL,Calhoun,5859.5,11.36667,8222,51558.25,"(33.7701576, -85.80766)",0.15947,"[845.91667, 2445.83333, 4806.91667, 5859.5, 1218.83333, 604.0, 1296.41667, 4739.75, 2245.75, 5336.91667, 6055.33333, 1518.5]","[14.46667, 9.84167, 10.94167, 11.36667, 10.64167, 10.025, 13.38333, 13.51667, 12.00833, 11.84167, 11.68333, 12.25]","[208, 661, 8334, 8222, 1550, 616, 901, 6343, 2971, 7717, 8054, 1478]","[0.03555, 0.02654, 0.18941, 0.15947, 0.13521, 0.1021, 0.09282, 0.18057, 0.15897, 0.17116, 0.15543, 0.11935]","['(33.279527, -85.84862360000001)', '(34.0145152, -86.49965460000001)', '(34.0455341, -86.05296039999999)', '(33.7701576, -85.80766)', '(34.1665322, -85.684578)', '(33.6261707, -85.52002399999999)', '(33.2681523, -85.52002399999999)', '(33.4231716, -86.1344697)', '(34.0132398, -85.14793639999999)', '(34.2828967, -85.2308414)', '(33.5642239, -85.0649071)', '(33.8021715, -85.1900684)']",12,False,False,False,False
204,2010,AL,Chilton,1998.41667,10.275,2401,19462.08333,"(32.944392, -86.6611083)",0.12337,"[1020.41667, 717.08333, 654.5, 3320.66667, 7261.58333, 2282.0, 1998.41667, 803.0, 32892.5, 4739.75, 2499.83333]","[11.425, 15.40833, 16.84167, 9.05833, 7.10833, 8.9, 10.275, 18.45833, 10.33333, 13.51667, 13.10833]","[658, 2, 1, 132, 5810, 700, 2401, 588, 32317, 6343, 2456]","[0.07365, 0.00043, 0.00026, 0.0036, 0.05675, 0.02722, 0.12337, 0.13516, 0.10146, 0.18057, 0.12873]","['(32.9562798, -87.14228949999999)', '(32.8897772, -86.2196937)', '(32.598888, -87.30161319999999)', '(32.5647083, -86.0121573)', '(33.3039292, -86.6611083)', '(32.5791817, -86.49965460000001)', '(32.944392, -86.6611083)', '(32.221464, -86.6611083)', '(33.4914122, -86.9824288)', '(33.4231716, -86.1344697)', '(32.9201244, -85.84862360000001)']",11,False,False,False,False
210,2010,AL,Choctaw,643.66667,13.25833,161,4859.25,"(32.0716631, -88.24611829999999)",0.03313,"[1807.66667, 770.83333, 643.66667, 1114.66667, 3521.58333]","[19.85833, 13.33333, 13.25833, 13.7, 10.65833]","[761, 492, 161, 1379, 6450]","[0.08356, 0.08517, 0.03313, 0.16951, 0.19509]","['(31.7002461, -87.77633329999999)', '(32.6155551, -88.24611829999999)', '(32.0716631, -88.24611829999999)', '(32.2459085, -87.77633329999999)', '(32.4401578, -88.7108964)']",5,False,False,False,True
216,2010,AL,Colbert,2774.5,11.46667,2833,24227.58333,"(34.7117567, -87.89424509999999)",0.11693,"[1792.16667, 2774.5, 1578.83333, 1530.75, 1877.0, 4402.66667, 1167.08333, 1368.58333, 995.83333]","[13.55833, 11.46667, 16.0, 10.76667, 12.60833, 10.1, 11.275, 11.80833, 12.75833]","[1035, 2833, 576, 1176, 292, 4801, 182, 810, 242]","[0.07832, 0.11693, 0.05828, 0.0825, 0.0196, 0.11012, 0.01758, 0.06981, 0.03098]","['(34.0441174, -87.77633329999999)', '(34.7117567, -87.89424509999999)', '(34.1690087, -87.3413599)', '(34.3967457, -87.6186379)', '(34.567428, -87.30161319999999)', '(34.8840876, -87.658113)', '(34.2317882, -88.4016041)', '(34.6324369, -88.5178518)', '(34.7615024, -88.24611829999999)']",9,False,False,True,False
222,2010,AL,Conecuh,860.0,17.25833,752,4990.91667,"(31.501571, -86.9824288)",0.15067,"[1262.75, 1807.66667, 1580.75, 804.91667, 860.0, 638.75, 1769.08333, 1695.91667]","[13.66667, 19.85833, 18.13333, 26.25833, 17.25833, 10.19167, 11.8, 10.35]","[1224, 761, 1275, 200, 752, 346, 2020, 1719]","[0.13217, 0.08356, 0.14635, 0.06523, 0.15067, 0.05506, 0.13461, 0.10471]","['(31.6760284, -86.6611083)', '(31.7002461, -87.77633329999999)', '(31.5119068, -87.460397)', '(32.0105439, -87.3413599)', '(31.501571, -86.9824288)', '(31.6671872, -86.3376761)', '(31.1394734, -87.14228949999999)', '(31.3066438, -86.49965460000001)']",8,False,False,True,False
228,2010,AL,Cullman,3757.08333,10.44167,4229,35959.0,"(34.2011537, -86.8220341)",0.11761,"[2445.83333, 4806.91667, 6216.75, 3463.5, 3757.08333, 14177.08333, 1578.83333, 1530.75, 1877.0, 3997.33333, 32892.5, 3695.5]","[9.84167, 10.94167, 10.76667, 12.71667, 10.44167, 8.35, 16.0, 10.76667, 12.60833, 9.61667, 10.33333, 9.65833]","[661, 8334, 2416, 3336, 4229, 5735, 576, 1176, 292, 3950, 32317, 2816]","[0.02654, 0.18941, 0.04179, 0.12229, 0.11761, 0.03377, 0.05828, 0.0825, 0.0196, 0.09487, 0.10146, 0.07348]","['(34.0145152, -86.49965460000001)', '(34.0455341, -86.05296039999999)', '(34.4240875, -86.86218269999999)', '(33.8563605, -87.30161319999999)', '(34.2011537, -86.8220341)', '(34.72397309999999, -86.49965460000001)', '(34.1690087, -87.3413599)', '(34.3967457, -87.6186379)', '(34.567428, -87.30161319999999)', '(34.3652297, -86.3376761)', '(33.4914122, -86.9824288)', '(34.78000720000001, -86.9423801)']",12,False,False,False,False
234,2010,AL,Fayette,888.75,13.025,409,6830.66667,"(33.6871392, -87.77633329999999)",0.05988,"[766.83333, 1792.16667, 3463.5, 888.75, 1011.5, 1578.83333, 1530.75, 32892.5, 8642.0, 2143.25, 3098.33333]","[13.20833, 13.55833, 12.71667, 13.025, 13.18333, 16.0, 10.76667, 10.33333, 9.21667, 13.15833, 11.86667]","[149, 1035, 3336, 409, 451, 576, 1176, 32317, 17670, 1038, 3297]","[0.02568, 0.07832, 0.12229, 0.05988, 0.05859, 0.05828, 0.0825, 0.10146, 0.18815, 0.06368, 0.12611]","['(33.6923649, -88.0900762)', '(34.0441174, -87.77633329999999)', '(33.8563605, -87.30161319999999)', '(33.6871392, -87.77633329999999)', '(33.3339954, -88.0900762)', '(34.1690087, -87.3413599)', '(34.3967457, -87.6186379)', '(33.4914122, -86.9824288)', '(33.3227653, -87.460397)', '(33.8773585, -88.55653099999999)', '(33.473423, -88.4403883)']",11,False,False,False,False
