,Year,State,County,Number Unemployed,Percent Unemployed,Number of Crimes,Total Labor Force,Coordinates,Crimes per Capita,Number Unemployed for Area Counties (50 Miles),Unemployed Percent for Area Counties (50 Miles),Number of Crimes for Area Counties (50 Miles),Crime Percent for Area Counties (50 Miles),Coordinates for Area Counties (50 Miles),Total Area Counties (50 Miles),Highest Unemployment in Area (50 Miles),Lowest Unemployment in Area (50 Miles),Highest Crime Rate in Area (50 Miles),Lowest Crime Rate in Area (50 Miles)
14915,2015,TX,Comanche,226.91667,4.23333,602,5354.25,"(31.9755461, -98.5721016)",0.11243,"[684.83333, 789.58333, 73.08333, 226.91667, 379.08333, 161.91667]","[4.30833, 3.90833, 3.675, 4.23333, 4.73333, 4.64167]","[2197, 1289, 80, 602, 1058, 279]","[0.13835, 0.06399, 0.04023, 0.11243, 0.13173, 0.08017]","['(31.7705105, -98.92453429999999)', '(32.17934040000001, -98.2212979)', '(31.6137467, -98.5721016)', '(31.9755461, -98.5721016)', '(32.3240465, -98.7481167)', '(31.6368668, -98.2212979)']",6,False,False,False,False
14921,2015,TX,Crockett,114.33333,6.01667,126,1899.41667,"(30.5977955, -101.1617356)",0.06634,"[28.66667, 103.66667, 114.33333, 78.66667]","[3.6, 6.09167, 6.01667, 5.275]","[60, 76, 126, 72]","[0.07516, 0.04426, 0.06634, 0.04802]","['(31.2557696, -100.8903099)', '(30.5598827, -100.5296115)', '(30.5977955, -101.1617356)', '(30.9234947, -100.5296115)']",4,False,False,False,False
14927,2015,TX,Eastland,379.08333,4.73333,1058,8031.33333,"(32.3240465, -98.7481167)",0.13173,"[684.83333, 789.58333, 243.66667, 226.91667, 379.08333, 171.5, 683.91667, 59.0]","[4.30833, 3.90833, 4.26667, 4.23333, 4.73333, 4.19167, 5.19167, 2.85]","[2197, 1289, 386, 602, 1058, 312, 186, 65]","[0.13835, 0.06399, 0.06741, 0.11243, 0.13173, 0.07603, 0.01414, 0.03124]","['(31.7705105, -98.92453429999999)', '(32.17934040000001, -98.2212979)', '(32.2728116, -99.456155)', '(31.9755461, -98.5721016)', '(32.3240465, -98.7481167)', '(32.7399935, -98.8400144)', '(32.7511956, -98.31041839999999)', '(32.8242297, -99.2785583)']",8,False,False,False,False
14933,2015,TX,Franklin,221.5,4.85833,260,4552.5,"(33.1959954, -95.18492189999999)",0.05711,"[312.0, 886.08333, 1876.25, 117.58333, 1056.5, 246.16667, 734.5, 466.08333, 941.91667, 713.91667, 221.5, 307.83333]","[6.14167, 5.28333, 4.8, 4.54167, 4.75833, 4.55833, 5.78333, 8.78333, 5.25, 4.19167, 4.85833, 6.275]","[667, 1265, 6725, 77, 2862, 210, 1785, 586, 1594, 951, 260, 465]","[0.13108, 0.07554, 0.17191, 0.02971, 0.12913, 0.03884, 0.14025, 0.11037, 0.08875, 0.05595, 0.05711, 0.09481]","['(32.9567043, -94.99744609999999)', '(32.8296216, -95.35208759999999)', '(33.4473287, -94.479976)', '(33.3493128, -95.77212039999999)', '(33.75694, -95.6457951)', '(32.9009129, -95.77212039999999)', '(33.2493126, -94.976654)', '(33.122847, -94.7691586)', '(32.7099747, -94.976654)', '(33.2282942, -95.4777811)', '(33.1959954, -95.18492189999999)', '(33.6072302, -94.976654)']",12,False,False,False,False
14939,2015,TX,Gonzales,355.41667,3.68333,871,9691.66667,"(29.4834878, -97.5247243)",0.08987,"[3368.25, 2267.0, 399.66667, 271.16667, 332.5, 869.66667, 1454.08333, 754.5, 355.41667, 2569.33333]","[3.41667, 3.66667, 3.98333, 4.23333, 3.76667, 3.78333, 3.875, 4.34167, 3.68333, 3.54167]","[4190, 2057, 1191, 882, 388, 1287, 3298, 1273, 871, 3965]","[0.04259, 0.03326, 0.11857, 0.13736, 0.0441, 0.05607, 0.08793, 0.07312, 0.08987, 0.0544]","['(30.0537607, -98.0028892)', '(29.8105572, -98.2212979)', '(29.1235194, -97.35165579999999)', '(28.9089085, -97.87216)', '(29.33590539999999, -96.83509989999999)', '(29.2683783, -98.04651849999999)', '(30.0458708, -97.35165579999999)', '(29.8849106, -97.6699144)', '(29.4834878, -97.5247243)', '(29.6477307, -97.87216)']",10,False,False,False,False
14945,2015,TX,Hamilton,161.91667,4.64167,279,3480.08333,"(31.6368668, -98.2212979)",0.08017,"[684.83333, 789.58333, 73.08333, 361.0, 1165.58333, 226.91667, 161.91667, 396.66667, 81.83333]","[4.30833, 3.90833, 3.675, 4.48333, 4.75833, 4.23333, 4.64167, 4.4, 3.65]","[2197, 1289, 80, 230, 670, 602, 279, 755, 82]","[0.13835, 0.06399, 0.04023, 0.02856, 0.02736, 0.11243, 0.08017, 0.08345, 0.03655]","['(31.7705105, -98.92453429999999)', '(32.17934040000001, -98.2212979)', '(31.6137467, -98.5721016)', '(31.8507607, -97.69822719999999)', '(31.4774358, -97.87216)', '(31.9755461, -98.5721016)', '(31.6368668, -98.2212979)', '(31.2737682, -98.2212979)', '(31.238909, -98.7481167)']",9,False,False,False,False
14951,2015,TX,Hansford,92.25,2.95833,54,3109.33333,"(36.31837489999999, -101.4339148)",0.01737,"[312.5, 345.91667, 18.08333, 38.91667, 92.25, 224.0, 431.16667]","[3.225, 3.11667, 3.95, 2.74167, 2.95833, 4.26667, 4.43333]","[598, 1042, 36, 58, 54, 284, 1554]","[0.0617, 0.09386, 0.07908, 0.04087, 0.01737, 0.05391, 0.15875]","['(36.8301318, -101.4339148)', '(35.8446761, -101.8891721)', '(35.8540979, -100.8903099)', '(36.2643429, -101.9804613)', '(36.31837489999999, -101.4339148)', '(36.2921544, -100.8000051)', '(35.8031909, -101.4339148)']",7,False,False,False,True
14957,2015,TX,Hardeman,79.25,4.88333,78,1619.25,"(34.2177242, -99.634135)",0.04817,"[45.0, 442.75, 144.08333, 63.25, 38.91667, 79.25, 89.08333, 246.16667]","[3.44167, 4.075, 4.3, 3.76667, 7.14167, 4.88333, 3.1, 4.825]","[186, 1405, 437, 86, 16, 78, 26, 694]","[0.14286, 0.12921, 0.13015, 0.05117, 0.02934, 0.04817, 0.00907, 0.13594]","['(34.7305114, -99.8124935)', '(34.5834576, -99.456155)', '(34.4478348, -98.92453429999999)', '(33.6734243, -99.8124935)', '(34.159117, -100.3497895)', '(34.2177242, -99.634135)', '(34.5257527, -100.1703257)', '(34.0688089, -99.2785583)']",8,False,False,False,False
14963,2015,TX,Harrison,1625.25,5.21667,2707,31176.5,"(32.5539228, -94.315422)",0.08683,"[312.0, 824.16667, 1084.58333, 2928.41667, 285.83333, 466.08333, 603.33333, 941.91667, 1625.25]","[6.14167, 6.79167, 4.75833, 4.95, 6.475, 8.78333, 5.25, 5.25, 5.21667]","[667, 1533, 2625, 1520, 563, 586, 1366, 1594, 2707]","[0.13108, 0.1261, 0.11501, 0.02566, 0.12766, 0.11037, 0.11816, 0.08875, 0.08683]","['(32.9567043, -94.99744609999999)', '(33.09443420000001, -94.315422)', '(32.1741887, -94.81059549999999)', '(32.4892547, -94.8520636)', '(32.7780679, -94.35651299999999)', '(33.122847, -94.7691586)', '(32.1920035, -94.315422)', '(32.7099747, -94.976654)', '(32.5539228, -94.315422)']",9,False,False,False,False
14969,2015,TX,Hemphill,72.25,3.15,189,2299.66667,"(35.9022267, -100.3497895)",0.08219,"[97.33333, 77.66667, 520.0, 18.08333, 109.08333, 72.25, 66.91667, 224.0]","[4.075, 4.25, 5.63333, 3.95, 3.88333, 3.15, 3.89167, 4.26667]","[125, 104, 2290, 36, 167, 189, 69, 284]","[0.05228, 0.0566, 0.2471, 0.07908, 0.05924, 0.08219, 0.04006, 0.05391]","['(36.2920072, -99.8124935)', '(35.616176, -99.634135)', '(35.3352558, -100.8903099)', '(35.8540979, -100.8903099)', '(35.3830893, -100.3497895)', '(35.9022267, -100.3497895)', '(36.2464455, -100.3497895)', '(36.2921544, -100.8000051)']",8,False,True,False,False
14975,2015,TX,Hudspeth,71.75,5.60833,54,1279.33333,"(31.5707433, -105.5943388)",0.04221,"[17613.91667, 71.75]","[5.16667, 5.60833]","[36704, 54]","[0.10754, 0.04221]","['(31.8039824, -106.2051484)', '(31.5707433, -105.5943388)']",2,True,False,False,True
14981,2015,TX,Jim Hogg,145.75,7.19167,18,2025.91667,"(26.995506, -98.7481167)",0.00888,"[3479.0, 257.5, 472.16667, 26153.75, 145.75]","[13.46667, 9.925, 7.725, 7.91667, 7.19167]","[1959, 290, 416, 53702, 18]","[0.07577, 0.11154, 0.06725, 0.16244, 0.00888]","['(26.6215167, -98.7481167)', '(27.0273057, -98.2212979)', '(26.9730763, -99.1013498)', '(26.4656319, -98.2212979)', '(26.995506, -98.7481167)']",5,False,True,False,True
14987,2015,TX,Lampasas,396.66667,4.4,755,9047.75,"(31.2737682, -98.2212979)",0.08345,"[6323.0, 73.08333, 769.66667, 1165.58333, 161.91667, 396.66667, 81.83333, 9096.75]","[4.64167, 3.675, 3.63333, 4.75833, 4.64167, 4.4, 3.65, 3.45833]","[21320, 80, 1419, 670, 279, 755, 82, 6153]","[0.15659, 0.04023, 0.06707, 0.02736, 0.08017, 0.08345, 0.03655, 0.02333]","['(31.134411, -97.5247243)', '(31.6137467, -98.5721016)', '(30.7270349, -98.2212979)', '(31.4774358, -97.87216)', '(31.6368668, -98.2212979)', '(31.2737682, -98.2212979)', '(31.238909, -98.7481167)', '(30.7591685, -97.69822719999999)']",8,False,False,False,False
14993,2015,TX,La Salle,177.25,4.175,64,4265.41667,"(28.2758921, -99.1013498)",0.015,"[374.75, 5280.91667, 422.58333, 330.58333, 177.25, 20.0]","[3.86667, 4.725, 8.11667, 4.675, 4.175, 2.05]","[861, 20015, 510, 567, 64, 92]","[0.0879, 0.17919, 0.09744, 0.07924, 0.015, 0.09502]","['(28.831355, -99.1013498)', '(27.8174487, -99.0128926)', '(27.7525271, -98.5721016)', '(28.4116514, -99.8124935)', '(28.2758921, -99.1013498)', '(28.3102323, -98.5721016)']",6,False,False,False,True
14999,2015,TX,Lipscomb,66.91667,3.89167,69,1722.41667,"(36.2464455, -100.3497895)",0.04006,"[97.33333, 82.41667, 18.08333, 72.25, 66.91667, 224.0]","[4.075, 2.75, 3.95, 3.15, 3.89167, 4.26667]","[125, 88, 36, 189, 69, 284]","[0.05228, 0.02911, 0.07908, 0.08219, 0.04006, 0.05391]","['(36.2920072, -99.8124935)', '(36.7440186, -100.5296115)', '(35.8540979, -100.8903099)', '(35.9022267, -100.3497895)', '(36.2464455, -100.3497895)', '(36.2921544, -100.8000051)']",6,False,False,False,False
15005,2015,TX,Live Oak,235.5,4.0,422,5884.41667,"(28.342294, -98.04651849999999)",0.07171,"[640.91667, 152.91667, 271.16667, 976.16667, 235.5, 20.0, 1514.91667, 1965.58333]","[6.18333, 4.45, 4.23333, 4.75833, 4.0, 2.05, 7.90833, 6.51667]","[1290, 242, 882, 2906, 422, 92, 3244, 2988]","[0.12437, 0.07025, 0.13736, 0.14162, 0.07171, 0.09502, 0.16893, 0.09892]","['(28.3624206, -97.69822719999999)', '(28.5673709, -97.35165579999999)', '(28.9089085, -97.87216)', '(28.8661281, -98.5721016)', '(28.342294, -98.04651849999999)', '(28.3102323, -98.5721016)', '(27.7841718, -98.04651849999999)', '(27.9999695, -97.5247243)']",8,False,False,False,False
15011,2015,TX,Mclennan,4568.16667,4.05,17383,112473.3333,"(31.5182285, -97.179026)",0.15455,"[6323.0, 709.25, 273.0, 361.0, 1165.58333, 4568.16667, 428.83333]","[4.64167, 4.53333, 4.24167, 4.48333, 4.75833, 4.05, 5.0]","[21320, 1633, 407, 230, 670, 17383, 1352]","[0.15659, 0.10466, 0.06311, 0.02856, 0.02736, 0.15455, 0.15772]","['(31.134411, -97.5247243)', '(32.0621768, -97.179026)', '(31.1636412, -97.0068393)', '(31.8507607, -97.69822719999999)', '(31.4774358, -97.87216)', '(31.5182285, -97.179026)', '(31.5461078, -96.663812)']",7,False,True,False,False
15017,2015,TX,Mcmullen,20.0,2.05,92,968.16667,"(28.3102323, -98.5721016)",0.09502,"[374.75, 5280.91667, 422.58333, 976.16667, 177.25, 235.5, 20.0, 1514.91667]","[3.86667, 4.725, 8.11667, 4.75833, 4.175, 4.0, 2.05, 7.90833]","[861, 20015, 510, 2906, 64, 422, 92, 3244]","[0.0879, 0.17919, 0.09744, 0.14162, 0.015, 0.07171, 0.09502, 0.16893]","['(28.831355, -99.1013498)', '(27.8174487, -99.0128926)', '(27.7525271, -98.5721016)', '(28.8661281, -98.5721016)', '(28.2758921, -99.1013498)', '(28.342294, -98.04651849999999)', '(28.3102323, -98.5721016)', '(27.7841718, -98.04651849999999)']",8,False,True,False,False
15023,2015,TX,Maverick,2512.83333,10.625,3086,23621.33333,"(28.7410473, -100.3497895)",0.13064,"[330.58333, 75.16667, 424.58333, 2512.83333]","[4.675, 6.35, 11.19167, 10.625]","[567, 18, 686, 3086]","[0.07924, 0.01521, 0.18038, 0.13064]","['(28.4116514, -99.8124935)', '(29.2934865, -100.3497895)', '(28.8801264, -99.72326729999999)', '(28.7410473, -100.3497895)']",4,False,False,False,False
15029,2015,TX,Mitchell,154.25,5.63333,220,2742.0,"(32.3360516, -100.8903099)",0.08023,"[56.41667, 278.58333, 11.75, 69.0, 613.5, 337.66667, 154.25, 25.25]","[4.025, 4.03333, 2.86667, 3.81667, 4.59167, 4.13333, 5.63333, 3.375]","[32, 1088, 20, 195, 3660, 926, 220, 8]","[0.02291, 0.15753, 0.04858, 0.10841, 0.27426, 0.11347, 0.08023, 0.01073]","['(31.82776629999999, -100.5296115)', '(32.3818737, -100.3497895)', '(32.82331080000001, -101.4339148)', '(32.7398733, -100.3497895)', '(32.2875944, -101.4339148)', '(32.6937844, -100.8903099)', '(32.3360516, -100.8903099)', '(31.78149299999999, -101.0711758)']",8,True,False,False,False
15035,2015,TX,Montague,410.5,4.24167,842,9695.66667,"(33.6460993, -97.69822719999999)",0.08684,"[212.75, 1027.0, 153.58333, 214.66667, 171.58333, 1327.0, 727.66667, 15206.25, 410.5]","[3.55833, 4.56667, 5.73333, 4.36667, 4.225, 4.625, 3.7, 3.55833, 4.24167]","[328, 4480, 191, 304, 320, 1603, 1596, 12967, 842]","[0.05487, 0.19861, 0.07128, 0.06194, 0.07853, 0.05595, 0.0808, 0.03028, 0.08684]","['(33.985839, -97.2221421)', '(34.1996254, -97.35165579999999)', '(34.1672949, -97.87216)', '(33.7900416, -98.2212979)', '(33.2560382, -98.2212979)', '(33.2895861, -97.69822719999999)', '(33.6672185, -97.35165579999999)', '(33.1418611, -97.179026)', '(33.6460993, -97.69822719999999)']",9,False,False,False,False
15041,2015,TX,Presidio,330.83333,10.61667,108,3112.58333,"(29.9480666, -104.1001326)",0.0347,"[153.83333, 330.83333]","[3.94167, 10.61667]","[284, 108]","[0.0727, 0.0347]","['(29.6629938, -103.3587288)', '(29.9480666, -104.1001326)']",2,True,False,False,True
15047,2015,TX,Rockwall,1681.08333,3.75,1892,44861.58333,"(32.8721646, -96.365157)",0.04217,"[1832.83333, 117.58333, 246.16667, 17705.33333, 53918.16667, 628.91667, 2236.66667, 1681.08333, 1086.0]","[4.725, 4.54167, 4.55833, 3.63333, 4.275, 4.08333, 4.08333, 3.75, 4.48333]","[4260, 77, 210, 10541, 33823, 843, 4116, 1892, 1366]","[0.10959, 0.02971, 0.03884, 0.02159, 0.02681, 0.05487, 0.07481, 0.04217, 0.05647]","['(33.1967938, -96.15269850000001)', '(33.3493128, -95.77212039999999)', '(32.9009129, -95.77212039999999)', '(33.1795213, -96.49297969999999)', '(32.8024682, -96.83509989999999)', '(33.5544296, -96.15269850000001)', '(32.5889211, -96.3089299)', '(32.8721646, -96.365157)', '(32.4936974, -95.81428849999999)']",9,False,False,False,False
15053,2015,TX,San Saba,81.83333,3.65,82,2243.41667,"(31.238909, -98.7481167)",0.03655,"[684.83333, 345.33333, 73.08333, 769.66667, 161.91667, 396.66667, 81.83333, 187.91667]","[4.30833, 4.24167, 3.675, 3.63333, 4.64167, 4.4, 3.65, 4.825]","[2197, 518, 80, 1419, 279, 755, 82, 357]","[0.13835, 0.06362, 0.04023, 0.06707, 0.08017, 0.08345, 0.03655, 0.09108]","['(31.7705105, -98.92453429999999)', '(30.692528, -98.7481167)', '(31.6137467, -98.5721016)', '(30.7270349, -98.2212979)', '(31.6368668, -98.2212979)', '(31.2737682, -98.2212979)', '(31.238909, -98.7481167)', '(31.2016122, -99.2785583)']",8,False,False,False,True
15059,2015,TX,Stephens,171.5,4.19167,312,4103.66667,"(32.7399935, -98.8400144)",0.07603,"[360.33333, 243.66667, 379.08333, 171.5, 683.91667, 59.0, 24.83333]","[4.25833, 4.26667, 4.73333, 4.19167, 5.19167, 2.85, 3.18333]","[687, 386, 1058, 312, 186, 65, 19]","[0.08118, 0.06741, 0.13173, 0.07603, 0.01414, 0.03124, 0.02436]","['(33.2200087, -98.7481167)', '(32.2728116, -99.456155)', '(32.3240465, -98.7481167)', '(32.7399935, -98.8400144)', '(32.7511956, -98.31041839999999)', '(32.8242297, -99.2785583)', '(33.1814565, -99.2785583)']",7,False,False,False,False
15065,2015,TX,Sterling,25.25,3.375,8,745.91667,"(31.78149299999999, -101.0711758)",0.01073,"[56.41667, 28.66667, 613.5, 87.33333, 154.25, 25.25, 23.0, 2232.91667]","[4.025, 3.6, 4.59167, 4.6, 5.63333, 3.375, 2.81667, 4.09167]","[32, 60, 3660, 236, 220, 8, 22, 9935]","[0.02291, 0.07516, 0.27426, 0.12247, 0.08023, 0.01073, 0.0268, 0.18228]","['(31.82776629999999, -100.5296115)', '(31.2557696, -100.8903099)', '(32.2875944, -101.4339148)', '(31.2903569, -101.5248055)', '(32.3360516, -100.8903099)', '(31.78149299999999, -101.0711758)', '(31.912308, -101.6157773)', '(31.3839017, -100.439656)']",8,False,False,False,True
15071,2015,TX,Victoria,1894.5,4.19167,6353,45296.58333,"(28.7712909, -97.0068393)",0.14025,"[399.66667, 152.91667, 332.5, 508.41667, 451.08333, 276.16667, 175.41667, 1894.5]","[3.98333, 4.45, 3.76667, 5.06667, 3.99167, 3.75, 5.325, 4.19167]","[1191, 242, 388, 2231, 1165, 500, 140, 6353]","[0.11857, 0.07025, 0.0441, 0.22197, 0.10292, 0.06791, 0.04238, 0.14025]","['(29.1235194, -97.35165579999999)', '(28.5673709, -97.35165579999999)', '(29.33590539999999, -96.83509989999999)', '(28.0761262, -96.9638624)', '(28.4169365, -96.663812)', '(28.9340886, -96.5356449)', '(28.3465339, -97.1359377)', '(28.7712909, -97.0068393)']",8,False,False,False,False
15077,2015,TX,Armstrong,25.58333,2.625,50,974.33333,"(34.937162, -101.4339148)",0.05132,"[520.0, 97.75, 66.0, 1869.75, 22.5, 1996.16667, 129.66667, 25.58333]","[5.63333, 3.2, 4.14167, 3.33333, 3.78333, 2.89167, 4.75, 2.625]","[2290, 156, 124, 486, 22, 1075, 314, 50]","[0.2471, 0.05089, 0.0779, 0.00865, 0.03706, 0.01557, 0.11502, 0.05132]","['(35.3352558, -100.8903099)', '(35.4578717, -101.4339148)', '(34.9875355, -100.8903099)', '(35.404373, -101.9804613)', '(34.526178, -101.1617356)', '(34.9020377, -101.7979613)', '(34.5532757, -101.7979613)', '(34.937162, -101.4339148)']",8,False,True,False,False
15083,2015,TX,Childress,89.08333,3.1,26,2866.5,"(34.5257527, -100.1703257)",0.00907,"[122.66667, 45.0, 442.75, 63.91667, 38.91667, 17.33333, 79.25, 89.08333, 46.5]","[5.65833, 3.44167, 4.075, 5.31667, 7.14167, 3.53333, 4.88333, 3.1, 3.64167]","[82, 186, 1405, 45, 16, 36, 78, 26, 50]","[0.03781, 0.14286, 0.12921, 0.03743, 0.02934, 0.0732, 0.04817, 0.00907, 0.0394]","['(34.9338651, -99.456155)', '(34.7305114, -99.8124935)', '(34.5834576, -99.456155)', '(34.4793521, -100.7097867)', '(34.159117, -100.3497895)', '(34.1280332, -100.7097867)', '(34.2177242, -99.634135)', '(34.5257527, -100.1703257)', '(35.0351623, -100.3497895)']",9,False,True,False,True
15095,2015,TX,Fort Bend,15132.16667,4.25833,18716,355573.25,"(29.5692614, -95.81428849999999)",0.05264,"[643.58333, 103502.5, 1037.25, 935.0, 7626.08333, 389.66667, 15132.16667]","[4.58333, 4.625, 4.78333, 4.40833, 4.575, 3.925, 4.25833]","[965, 139454, 1693, 2464, 8417, 658, 18716]","[0.06878, 0.06246, 0.07822, 0.11616, 0.05043, 0.06648, 0.05264]","['(29.8711291, -96.2800864)', '(29.7751825, -95.3102505)', '(29.9751629, -96.02557379999999)', '(29.36909319999999, -96.15269850000001)', '(29.2131857, -95.4777811)', '(29.5378648, -96.49297969999999)', '(29.5692614, -95.81428849999999)']",7,False,False,False,False
15101,2015,TX,Freestone,400.66667,5.43333,449,7404.41667,"(31.7534889, -96.15269850000001)",0.06064,"[369.08333, 960.41667, 896.0, 400.66667, 1666.25, 428.83333]","[5.34167, 4.2, 3.93333, 5.43333, 4.84167, 5.0]","[534, 3100, 2713, 449, 3919, 1352]","[0.07709, 0.13556, 0.11886, 0.06064, 0.11413, 0.15772]","['(31.2152685, -95.9832577)', '(32.0991878, -96.49297969999999)', '(31.776932, -95.6457951)', '(31.7534889, -96.15269850000001)', '(32.1321367, -95.81428849999999)', '(31.5461078, -96.663812)']",6,True,False,False,True
15107,2015,TX,Galveston,7854.33333,4.98333,13911,157808.5,"(29.37634989999999, -94.8520636)",0.08815,"[103502.5, 7626.08333, 948.16667, 7854.33333]","[4.625, 4.575, 5.325, 4.98333]","[139454, 8417, 1961, 13911]","[0.06246, 0.05043, 0.11022, 0.08815]","['(29.7751825, -95.3102505)', '(29.2131857, -95.4777811)', '(29.7524956, -94.6863782)', '(29.37634989999999, -94.8520636)']",4,False,False,False,False
15113,2015,TX,Gillespie,362.91667,2.86667,480,12633.25,"(30.31499299999999, -98.92453429999999)",0.03799,"[776.58333, 345.33333, 68.75, 180.16667, 363.83333, 627.33333, 362.91667]","[3.66667, 4.24167, 3.80833, 3.125, 3.95833, 3.29167, 2.86667]","[2195, 518, 68, 233, 668, 1190, 480]","[0.10372, 0.06362, 0.03773, 0.04043, 0.07284, 0.06216, 0.03799]","['(30.0945305, -99.456155)', '(30.692528, -98.7481167)', '(30.6556091, -99.2785583)', '(30.3500511, -98.3964938)', '(29.7404135, -99.2785583)', '(29.9603413, -98.7481167)', '(30.31499299999999, -98.92453429999999)']",7,False,True,False,False
15119,2015,TX,Glasscock,23.0,2.81667,22,820.91667,"(31.912308, -101.6157773)",0.0268,"[69.58333, 613.5, 90.41667, 87.33333, 3052.83333, 25.25, 23.0]","[3.9, 4.59167, 3.50833, 4.6, 3.45833, 3.375, 2.81667]","[28, 3660, 226, 236, 9311, 8, 22]","[0.01571, 0.27426, 0.08755, 0.12247, 0.10544, 0.01073, 0.0268]","['(31.33848429999999, -101.9804613)', '(32.2875944, -101.4339148)', '(32.2364722, -101.9804613)', '(31.2903569, -101.5248055)', '(31.8781368, -101.9804613)', '(31.78149299999999, -101.0711758)', '(31.912308, -101.6157773)']",7,False,True,False,False
15125,2015,TX,Guadalupe,2569.33333,3.54167,3965,72881.83333,"(29.6477307, -97.87216)",0.0544,"[3368.25, 33421.25, 2267.0, 399.66667, 21462.83333, 869.66667, 1454.08333, 754.5, 355.41667, 2569.33333]","[3.41667, 3.8, 3.66667, 3.98333, 3.25833, 3.78333, 3.875, 4.34167, 3.68333, 3.54167]","[4190, 23774, 2057, 1191, 11664, 1287, 3298, 1273, 871, 3965]","[0.04259, 0.02707, 0.03326, 0.11857, 0.0178, 0.05607, 0.08793, 0.07312, 0.08987, 0.0544]","['(30.0537607, -98.0028892)', '(29.4200763, -98.5721016)', '(29.8105572, -98.2212979)', '(29.1235194, -97.35165579999999)', '(30.2097015, -97.69822719999999)', '(29.2683783, -98.04651849999999)', '(30.0458708, -97.35165579999999)', '(29.8849106, -97.6699144)', '(29.4834878, -97.5247243)', '(29.6477307, -97.87216)']",10,False,False,False,False
15131,2015,TX,Henderson,1666.25,4.84167,3919,34339.25,"(32.1321367, -95.81428849999999)",0.11413,"[4630.16667, 2236.66667, 960.41667, 896.0, 1076.58333, 400.66667, 1666.25, 1086.0]","[4.46667, 4.08333, 4.2, 3.93333, 5.15, 5.43333, 4.84167, 4.48333]","[14219, 4116, 3100, 2713, 2451, 449, 3919, 1366]","[0.13719, 0.07481, 0.13556, 0.11886, 0.11738, 0.06064, 0.11413, 0.05647]","['(32.3352505, -95.3102505)', '(32.5889211, -96.3089299)', '(32.0991878, -96.49297969999999)', '(31.776932, -95.6457951)', '(31.7981828, -95.1432068)', '(31.7534889, -96.15269850000001)', '(32.1321367, -95.81428849999999)', '(32.4936974, -95.81428849999999)']",8,False,False,False,False
15137,2015,TX,Jefferson,7505.5,6.96667,15400,107872.25,"(29.8165398, -94.15137639999999)",0.14276,"[1406.33333, 2424.91667, 2131.41667, 948.16667, 7505.5]","[5.625, 6.53333, 6.9, 5.325, 6.96667]","[1752, 4402, 2900, 1961, 15400]","[0.07017, 0.11849, 0.09379, 0.11022, 0.14276]","['(30.364764, -94.315422)', '(30.1484033, -93.86553029999999)', '(30.1633593, -94.81059549999999)', '(29.7524956, -94.6863782)', '(29.8165398, -94.15137639999999)']",5,True,False,True,False
15143,2015,TX,Jim Wells,1514.91667,7.90833,3244,19203.25,"(27.7841718, -98.04651849999999)",0.16893,"[640.91667, 422.58333, 8170.75, 847.83333, 235.5, 20.0, 1514.91667, 1965.58333]","[6.18333, 8.11667, 4.93333, 5.90833, 4.0, 2.05, 7.90833, 6.51667]","[1290, 510, 29778, 2321, 422, 92, 3244, 2988]","[0.12437, 0.09744, 0.17974, 0.16135, 0.07171, 0.09502, 0.16893, 0.09892]","['(28.3624206, -97.69822719999999)', '(27.7525271, -98.5721016)', '(27.7693351, -97.4814163)', '(27.4308339, -97.69822719999999)', '(28.342294, -98.04651849999999)', '(28.3102323, -98.5721016)', '(27.7841718, -98.04651849999999)', '(27.9999695, -97.5247243)']",8,False,False,False,False
15149,2015,TX,Limestone,428.83333,5.0,1352,8571.91667,"(31.5461078, -96.663812)",0.15772,"[709.25, 369.08333, 273.0, 960.41667, 4568.16667, 400.66667, 428.83333, 344.83333]","[4.53333, 5.34167, 4.24167, 4.2, 4.05, 5.43333, 5.0, 4.775]","[1633, 534, 407, 3100, 17383, 449, 1352, 593]","[0.10466, 0.07709, 0.06311, 0.13556, 0.15455, 0.06064, 0.15772, 0.08188]","['(32.0621768, -97.179026)', '(31.2152685, -95.9832577)', '(31.1636412, -97.0068393)', '(32.0991878, -96.49297969999999)', '(31.5182285, -97.179026)', '(31.7534889, -96.15269850000001)', '(31.5461078, -96.663812)', '(31.0080004, -96.49297969999999)']",8,False,False,True,False
15155,2015,TX,Mcculloch,187.91667,4.825,357,3919.58333,"(31.2016122, -99.2785583)",0.09108,"[684.83333, 345.33333, 68.75, 44.58333, 44.25, 168.83333, 81.83333, 187.91667]","[4.30833, 4.24167, 3.80833, 3.25, 5.18333, 5.55, 3.65, 4.825]","[2197, 518, 68, 4, 12, 220, 82, 357]","[0.13835, 0.06362, 0.03773, 0.00291, 0.01402, 0.07219, 0.03655, 0.09108]","['(31.7705105, -98.92453429999999)', '(30.692528, -98.7481167)', '(30.6556091, -99.2785583)', '(31.3431641, -99.8124935)', '(30.9802428, -99.8124935)', '(31.7320219, -99.456155)', '(31.238909, -98.7481167)', '(31.2016122, -99.2785583)']",8,False,False,False,False
