,Year,Average (Monthly) Percent Unemployed,county,state
15725,2015,7.191666667,Jim Hogg County,TX
15726,2010,7.091666667,Lampasas County,TX
15727,2011,7.558333333,Lampasas County,TX
15728,2012,7.116666667,Lampasas County,TX
15729,2013,7.15,Lampasas County,TX
15730,2014,5.608333333,Lampasas County,TX
15731,2015,4.4,Lampasas County,TX
15732,2010,8.941666667,La Salle County,TX
15733,2011,6.741666667,La Salle County,TX
15734,2012,4.45,La Salle County,TX
15735,2013,3.766666667,La Salle County,TX
15736,2014,3.091666667,La Salle County,TX
15737,2015,4.175,La Salle County,TX
15738,2010,5.866666667,Lipscomb County,TX
15739,2011,4.6,Lipscomb County,TX
15740,2012,3.85,Lipscomb County,TX
15741,2013,3.95,Lipscomb County,TX
15742,2014,3.383333333,Lipscomb County,TX
15743,2015,3.891666667,Lipscomb County,TX
15744,2010,7.325,Live Oak County,TX
15745,2011,5.966666667,Live Oak County,TX
15746,2012,4.566666667,Live Oak County,TX
15747,2013,4.35,Live Oak County,TX
15748,2014,3.575,Live Oak County,TX
15749,2015,4,Live Oak County,TX
15750,2010,7.35,McLennan County,TX
15751,2011,7.416666667,McLennan County,TX
15752,2012,6.625,McLennan County,TX
15753,2013,6.175,McLennan County,TX
15754,2014,5.025,McLennan County,TX
15755,2015,4.05,McLennan County,TX
15756,2010,4.416666667,McMullen County,TX
15757,2011,3.1,McMullen County,TX
15758,2012,2.375,McMullen County,TX
15759,2013,2.65,McMullen County,TX
15760,2014,1.975,McMullen County,TX
15761,2015,2.05,McMullen County,TX
15762,2010,15.13333333,Maverick County,TX
15763,2011,14,Maverick County,TX
15764,2012,12.50833333,Maverick County,TX
15765,2013,12.45,Maverick County,TX
15766,2014,10.90833333,Maverick County,TX
15767,2015,10.625,Maverick County,TX
15768,2010,8.216666667,Mitchell County,TX
15769,2011,7.491666667,Mitchell County,TX
15770,2012,5.966666667,Mitchell County,TX
15771,2013,5.525,Mitchell County,TX
15772,2014,4.258333333,Mitchell County,TX
15773,2015,5.633333333,Mitchell County,TX
15774,2010,8.008333333,Montague County,TX
15775,2011,6.516666667,Montague County,TX
15776,2012,5.408333333,Montague County,TX
15777,2013,4.908333333,Montague County,TX
15778,2014,3.966666667,Montague County,TX
15779,2015,4.241666667,Montague County,TX
15780,2010,18.475,Presidio County,TX
15781,2011,15.175,Presidio County,TX
15782,2012,13.25833333,Presidio County,TX
15783,2013,12.84166667,Presidio County,TX
15784,2014,11.60833333,Presidio County,TX
15785,2015,10.61666667,Presidio County,TX
15786,2010,7.391666667,Rockwall County,TX
15787,2011,7.1,Rockwall County,TX
15788,2012,6.183333333,Rockwall County,TX
15789,2013,5.75,Rockwall County,TX
15790,2014,4.5,Rockwall County,TX
15791,2015,3.75,Rockwall County,TX
15792,2010,6.166666667,San Saba County,TX
15793,2011,6.033333333,San Saba County,TX
15794,2012,6.233333333,San Saba County,TX
15795,2013,5.716666667,San Saba County,TX
15796,2014,4.158333333,San Saba County,TX
15797,2015,3.65,San Saba County,TX
15798,2010,7.466666667,Stephens County,TX
15799,2011,7.783333333,Stephens County,TX
15800,2012,5.933333333,Stephens County,TX
15801,2013,5.158333333,Stephens County,TX
15802,2014,4.366666667,Stephens County,TX
15803,2015,4.191666667,Stephens County,TX
15804,2010,4.766666667,Sterling County,TX
15805,2011,4.883333333,Sterling County,TX
15806,2012,3.525,Sterling County,TX
15807,2013,3.858333333,Sterling County,TX
15808,2014,2.916666667,Sterling County,TX
15809,2015,3.375,Sterling County,TX
15810,2010,7.666666667,Victoria County,TX
15811,2011,6.75,Victoria County,TX
15812,2012,5.566666667,Victoria County,TX
15813,2013,5.325,Victoria County,TX
15814,2014,4.158333333,Victoria County,TX
15815,2015,4.191666667,Victoria County,TX
15816,2010,4.941666667,Armstrong County,TX
15817,2011,4.783333333,Armstrong County,TX
15818,2012,4.466666667,Armstrong County,TX
15819,2013,3.991666667,Armstrong County,TX
15820,2014,3.158333333,Armstrong County,TX
15821,2015,2.625,Armstrong County,TX
15822,2010,5.641666667,Childress County,TX
15823,2011,5.15,Childress County,TX
15824,2012,4.408333333,Childress County,TX
15825,2013,4.25,Childress County,TX
15826,2014,3.633333333,Childress County,TX
15827,2015,3.1,Childress County,TX
15828,2010,7.091666667,Culberson County,TX
15829,2011,6.9,Culberson County,TX
15830,2012,6.025,Culberson County,TX
15831,2013,5.033333333,Culberson County,TX
15832,2014,4.166666667,Culberson County,TX
15833,2015,4.15,Culberson County,TX
15834,2010,7.616666667,Fort Bend County,TX
15835,2011,7.091666667,Fort Bend County,TX
15836,2012,5.95,Fort Bend County,TX
15837,2013,5.5,Fort Bend County,TX
15838,2014,4.516666667,Fort Bend County,TX
15839,2015,4.258333333,Fort Bend County,TX
15840,2010,8.225,Freestone County,TX
15841,2011,7.808333333,Freestone County,TX
15842,2012,6.725,Freestone County,TX
15843,2013,6.891666667,Freestone County,TX
15844,2014,5.616666667,Freestone County,TX
15845,2015,5.433333333,Freestone County,TX
15846,2010,9.15,Galveston County,TX
15847,2011,8.825,Galveston County,TX
15848,2012,7.65,Galveston County,TX
15849,2013,6.875,Galveston County,TX
15850,2014,5.616666667,Galveston County,TX
15851,2015,4.983333333,Galveston County,TX
15852,2010,5.458333333,Gillespie County,TX
15853,2011,5.325,Gillespie County,TX
15854,2012,4.7,Gillespie County,TX
15855,2013,4.4,Gillespie County,TX
15856,2014,3.525,Gillespie County,TX
15857,2015,2.866666667,Gillespie County,TX
15858,2010,4.891666667,Glasscock County,TX
15859,2011,4.233333333,Glasscock County,TX
15860,2012,4,Glasscock County,TX
15861,2013,3.583333333,Glasscock County,TX
15862,2014,2.65,Glasscock County,TX
15863,2015,2.816666667,Glasscock County,TX
15864,2010,6.741666667,Guadalupe County,TX
15865,2011,6.483333333,Guadalupe County,TX
15866,2012,5.683333333,Guadalupe County,TX
15867,2013,5.475,Guadalupe County,TX
15868,2014,4.316666667,Guadalupe County,TX
15869,2015,3.541666667,Guadalupe County,TX
15870,2010,8.8,Henderson County,TX
15871,2011,8.5,Henderson County,TX
15872,2012,7.558333333,Henderson County,TX
15873,2013,7.108333333,Henderson County,TX
15874,2014,5.566666667,Henderson County,TX
15875,2015,4.841666667,Henderson County,TX
15876,2010,11.35,Jefferson County,TX
15877,2011,11.40833333,Jefferson County,TX
15878,2012,11.05,Jefferson County,TX
15879,2013,10.86666667,Jefferson County,TX
15880,2014,8.275,Jefferson County,TX
15881,2015,6.966666667,Jefferson County,TX
15882,2010,9.991666667,Jim Wells County,TX
15883,2011,7.908333333,Jim Wells County,TX
15884,2012,6.166666667,Jim Wells County,TX
15885,2013,6.133333333,Jim Wells County,TX
15886,2014,5.225,Jim Wells County,TX
15887,2015,7.908333333,Jim Wells County,TX
15888,2010,7.891666667,Limestone County,TX
15889,2011,8.275,Limestone County,TX
15890,2012,6.858333333,Limestone County,TX
15891,2013,6.725,Limestone County,TX
15892,2014,5.808333333,Limestone County,TX
15893,2015,5,Limestone County,TX
15894,2010,7.033333333,McCulloch County,TX
15895,2011,5.908333333,McCulloch County,TX
15896,2012,5.391666667,McCulloch County,TX
15897,2013,5.275,McCulloch County,TX
15898,2014,4.2,McCulloch County,TX
15899,2015,4.825,McCulloch County,TX
15900,2010,11.475,Matagorda County,TX
15901,2011,11.6,Matagorda County,TX
15902,2012,10.125,Matagorda County,TX
15903,2013,9.708333333,Matagorda County,TX
15904,2014,7.841666667,Matagorda County,TX
15905,2015,6.733333333,Matagorda County,TX
15906,2010,5.908333333,Ochiltree County,TX
15907,2011,4.825,Ochiltree County,TX
15908,2012,3.858333333,Ochiltree County,TX
15909,2013,3.75,Ochiltree County,TX
15910,2014,2.958333333,Ochiltree County,TX
15911,2015,4.266666667,Ochiltree County,TX
15912,2010,11.55,Red River County,TX
15913,2011,12.075,Red River County,TX
15914,2012,10.68333333,Red River County,TX
15915,2013,10.03333333,Red River County,TX
15916,2014,7.75,Red River County,TX
15917,2015,6.275,Red River County,TX
15918,2010,9.225,Robertson County,TX
15919,2011,9.183333333,Robertson County,TX
15920,2012,8.05,Robertson County,TX
15921,2013,7.025,Robertson County,TX
15922,2014,5.375,Robertson County,TX
15923,2015,4.775,Robertson County,TX
15924,2010,7.983333333,Somervell County,TX
15925,2011,7.766666667,Somervell County,TX
15926,2012,6.608333333,Somervell County,TX
15927,2013,6.025,Somervell County,TX
15928,2014,5.125,Somervell County,TX
15929,2015,4.991666667,Somervell County,TX
15930,2010,5.758333333,Stonewall County,TX
15931,2011,5.441666667,Stonewall County,TX
15932,2012,4.35,Stonewall County,TX
15933,2013,4.7,Stonewall County,TX
15934,2014,3.825,Stonewall County,TX
15935,2015,4.358333333,Stonewall County,TX
15936,2010,6.55,Tom Green County,TX
15937,2011,6.258333333,Tom Green County,TX
15938,2012,5.341666667,Tom Green County,TX
15939,2013,5.166666667,Tom Green County,TX
15940,2014,4.025,Tom Green County,TX
15941,2015,4.091666667,Tom Green County,TX
15942,2010,9.283333333,Val Verde County,TX
15943,2011,8.966666667,Val Verde County,TX
15944,2012,7.6,Val Verde County,TX
15945,2013,7.375,Val Verde County,TX
15946,2014,5.75,Val Verde County,TX
15947,2015,5.991666667,Val Verde County,TX
15948,2010,8.4,Van Zandt County,TX
15949,2011,7.975,Van Zandt County,TX
15950,2012,6.916666667,Van Zandt County,TX
15951,2013,6.533333333,Van Zandt County,TX
