Year,State,County,Average Number Unemployed,Average Percent Unemployed,Number of Crimes,Total Labor Force,Corrdinates
2015,TX,Carson,97.75,3.2,156,3065.333333,"(35.4578717, -101.4339148)"
2010,TX,Castro,222.5,5.4,601,4137.833333,"(34.4985047, -102.3463875)"
2011,TX,Castro,205.0833333,5.008333333,408,4091.5,"(34.4985047, -102.3463875)"
2012,TX,Castro,178.0,4.391666667,466,4059.916667,"(34.4985047, -102.3463875)"
2013,TX,Castro,178.0,4.691666667,422,3784.833333,"(34.4985047, -102.3463875)"
2014,TX,Castro,151.33333330000005,3.991666667,377,3796.666667,"(34.4985047, -102.3463875)"
2015,TX,Castro,122.4166667,3.391666667,380,3613.25,"(34.4985047, -102.3463875)"
2010,TX,Collin,30654.66667,7.216666667,13377,425251.5,"(33.1795213, -96.49297969999999)"
2011,TX,Collin,29581.91667,6.75,12424,438644.9167,"(33.1795213, -96.49297969999999)"
2012,TX,Collin,26314.41667,5.9,11830,446733.75,"(33.1795213, -96.49297969999999)"
2013,TX,Collin,25294.5,5.525,11768,457846.25,"(33.1795213, -96.49297969999999)"
2014,TX,Collin,21552.0,4.533333333,11161,474119.0833,"(33.1795213, -96.49297969999999)"
2015,TX,Collin,17705.33333,3.633333333,10541,488233.9167,"(33.1795213, -96.49297969999999)"
2010,TX,Concho,90.0,5.75,34,1565.75,"(31.3431641, -99.8124935)"
2011,TX,Concho,73.25,4.641666667,22,1575.833333,"(31.3431641, -99.8124935)"
2012,TX,Concho,63.58333333,4.191666667,22,1511.166667,"(31.3431641, -99.8124935)"
2013,TX,Concho,57.5,3.95,28,1454.5,"(31.3431641, -99.8124935)"
2014,TX,Concho,42.33333333,2.991666667,6,1414.333333,"(31.3431641, -99.8124935)"
2015,TX,Concho,44.58333333,3.25,4,1372.333333,"(31.3431641, -99.8124935)"
2010,TX,Cottle,47.0,7.033333333,50,668.5,"(34.159117, -100.3497895)"
2011,TX,Cottle,50.0,7.466666667,6,667.4166667000002,"(34.159117, -100.3497895)"
2012,TX,Cottle,49.58333333,7.458333333,10,665.5833332999998,"(34.159117, -100.3497895)"
2013,TX,Cottle,42.25,6.766666667000001,10,624.3333332999998,"(34.159117, -100.3497895)"
2014,TX,Cottle,36.91666667,6.133333333,33,604.75,"(34.159117, -100.3497895)"
2015,TX,Cottle,38.91666667,7.141666667000001,16,545.25,"(34.159117, -100.3497895)"
2010,TX,Crosby,234.8333333,7.958333333,164,2950.666667,"(33.5500004, -101.2523792)"
2011,TX,Crosby,251.75,8.366666667,166,3004.416667,"(33.5500004, -101.2523792)"
2012,TX,Crosby,208.75,7.158333333,104,2910.583333,"(33.5500004, -101.2523792)"
2013,TX,Crosby,163.5,5.908333333,116,2766.416667,"(33.5500004, -101.2523792)"
2014,TX,Crosby,126.0,4.666666667,71,2697.833333,"(33.5500004, -101.2523792)"
2015,TX,Crosby,114.25,4.316666667,72,2645.083333,"(33.5500004, -101.2523792)"
2010,TX,Dallam,207.1666667,5.35,54,3880.25,"(36.20745, -102.5298028)"
2011,TX,Dallam,177.16666669999995,4.366666667,52,4054.166667,"(36.20745, -102.5298028)"
2012,TX,Dallam,148.41666669999995,3.691666667,44,4021.666667,"(36.20745, -102.5298028)"
2013,TX,Dallam,136.25,3.508333333,28,3898.583333,"(36.20745, -102.5298028)"
2014,TX,Dallam,114.1666667,2.925,51,3903.083333,"(36.20745, -102.5298028)"
2015,TX,Dallam,86.91666667,2.166666667,9,4003.416667,"(36.20745, -102.5298028)"
2010,TX,Dallas,102522.0833,8.591666667,38138,1194014.583,"(32.8024682, -96.83509989999999)"
2011,TX,Dallas,98710.83333,8.133333333,37850,1212287.667,"(32.8024682, -96.83509989999999)"
2012,TX,Dallas,87112.75,7.1166666670000005,37165,1223342.5,"(32.8024682, -96.83509989999999)"
2013,TX,Dallas,81363.5,6.591666667,36630,1234932.583,"(32.8024682, -96.83509989999999)"
2014,TX,Dallas,67738.75,5.408333333,34919,1250984.167,"(32.8024682, -96.83509989999999)"
2015,TX,Dallas,53918.16667000001,4.275,33823,1261721.167,"(32.8024682, -96.83509989999999)"
2010,TX,Dawson,395.0833333,7.7,574,5136.0,"(32.7717423, -101.9804613)"
2011,TX,Dawson,390.75,7.483333332999999,671,5222.416667,"(32.7717423, -101.9804613)"
2012,TX,Dawson,325.8333333,6.416666667,684,5080.166667,"(32.7717423, -101.9804613)"
2013,TX,Dawson,319.5833333,6.408333333,1017,5001.0,"(32.7717423, -101.9804613)"
2014,TX,Dawson,237.9166667,4.85,976,4898.75,"(32.7717423, -101.9804613)"
2015,TX,Dawson,215.9166667,4.516666667,988,4768.416667,"(32.7717423, -101.9804613)"
2010,TX,Denton,26116.25,7.075,13919,369088.0,"(33.1418611, -97.179026)"
2011,TX,Denton,24886.33333,6.575,14121,379534.25,"(33.1418611, -97.179026)"
2012,TX,Denton,22189.75,5.7,14211,388542.9167,"(33.1418611, -97.179026)"
2013,TX,Denton,21422.0,5.341666667,12708,400381.25,"(33.1418611, -97.179026)"
2014,TX,Denton,18362.75,4.425,12609,414161.5833,"(33.1418611, -97.179026)"
2015,TX,Denton,15206.25,3.558333333,12967,428166.4167,"(33.1418611, -97.179026)"
2010,TX,Dewitt,704.8333332999998,7.766666667000001,523,9075.916667,"(29.1235194, -97.35165579999999)"
2011,TX,Dewitt,611.4166667000002,6.458333333,526,9474.916667,"(29.1235194, -97.35165579999999)"
2012,TX,Dewitt,466.0,4.775,928,9740.666667,"(29.1235194, -97.35165579999999)"
2013,TX,Dewitt,458.58333330000005,4.716666667,1126,9703.25,"(29.1235194, -97.35165579999999)"
2014,TX,Dewitt,382.5833333,3.8,1081,10015.16667,"(29.1235194, -97.35165579999999)"
2015,TX,Dewitt,399.6666667,3.983333333,1191,10044.83333,"(29.1235194, -97.35165579999999)"
2010,TX,Dimmit,405.6666667,10.55,409,3855.666667,"(28.4116514, -99.8124935)"
2011,TX,Dimmit,379.5833333,7.783333333,526,4912.5,"(28.4116514, -99.8124935)"
2012,TX,Dimmit,336.25,5.841666667,982,5764.666667,"(28.4116514, -99.8124935)"
2013,TX,Dimmit,339.5833333,5.025,917,6782.666667,"(28.4116514, -99.8124935)"
2014,TX,Dimmit,288.6666667,3.783333333,878,7659.333333,"(28.4116514, -99.8124935)"
2015,TX,Dimmit,330.5833333,4.675,567,7155.25,"(28.4116514, -99.8124935)"
2010,TX,Donley,124.5,6.9,98,1809.25,"(34.9875355, -100.8903099)"
2011,TX,Donley,116.5,6.441666667000001,61,1813.333333,"(34.9875355, -100.8903099)"
2012,TX,Donley,100.9166667,5.916666667,88,1709.5,"(34.9875355, -100.8903099)"
2013,TX,Donley,101.25,5.15,88,1988.333333,"(34.9875355, -100.8903099)"
2014,TX,Donley,78.0,4.825,116,1619.75,"(34.9875355, -100.8903099)"
2015,TX,Donley,66.0,4.141666667,124,1591.833333,"(34.9875355, -100.8903099)"
2010,TX,Fannin,1249.083333,8.15,1221,15341.0,"(33.5544296, -96.15269850000001)"
2011,TX,Fannin,1260.583333,8.258333333,1249,15276.58333,"(33.5544296, -96.15269850000001)"
2012,TX,Fannin,1063.75,7.066666667000001,1190,15067.58333,"(33.5544296, -96.15269850000001)"
2013,TX,Fannin,1065.75,6.975,914,15282.5,"(33.5544296, -96.15269850000001)"
2014,TX,Fannin,811.9166667000002,5.316666667,884,15278.58333,"(33.5544296, -96.15269850000001)"
2015,TX,Fannin,628.9166667000002,4.083333333,843,15362.25,"(33.5544296, -96.15269850000001)"
2010,TX,Fisher,135.16666669999998,7.025,128,1925.583333,"(32.7398733, -100.3497895)"
2011,TX,Fisher,128.8333333,6.658333333,106,1941.166667,"(32.7398733, -100.3497895)"
2012,TX,Fisher,103.0833333,5.391666667000001,144,1908.25,"(32.7398733, -100.3497895)"
2013,TX,Fisher,102.0,5.416666667,221,1885.5,"(32.7398733, -100.3497895)"
2014,TX,Fisher,83.5,4.491666667,304,1863.5,"(32.7398733, -100.3497895)"
2015,TX,Fisher,69.0,3.816666667,195,1798.75,"(32.7398733, -100.3497895)"
2010,TX,Gaines,471.08333330000005,5.958333333,352,7934.916667,"(32.6987519, -102.7135121)"
2011,TX,Gaines,432.4166667,5.083333333,298,8508.25,"(32.6987519, -102.7135121)"
2012,TX,Gaines,373.4166667,4.241666667,452,8785.583333,"(32.6987519, -102.7135121)"
2013,TX,Gaines,371.8333333,4.166666667,595,8915.666667,"(32.6987519, -102.7135121)"
2014,TX,Gaines,304.75,3.258333333,455,9367.0,"(32.6987519, -102.7135121)"
2015,TX,Gaines,303.9166667,3.233333333,533,9397.5,"(32.6987519, -102.7135121)"
2010,TX,Goliad,248.1666667,7.4,140,3355.75,"(28.5673709, -97.35165579999999)"
2011,TX,Goliad,218.75,6.483333332999999,166,3376.583333,"(28.5673709, -97.35165579999999)"
2012,TX,Goliad,190.75,5.483333332999999,252,3479.666667,"(28.5673709, -97.35165579999999)"
2013,TX,Goliad,184.1666667,5.191666667,248,3538.0,"(28.5673709, -97.35165579999999)"
2014,TX,Goliad,146.08333330000005,4.083333333,230,3571.666667,"(28.5673709, -97.35165579999999)"
2015,TX,Goliad,152.91666669999995,4.45,242,3444.75,"(28.5673709, -97.35165579999999)"
2010,TX,Grimes,1007.75,8.908333333,1234,11319.5,"(30.4829853, -95.9832577)"
2011,TX,Grimes,904.4166667000003,7.783333333,1351,11618.41667,"(30.4829853, -95.9832577)"
2012,TX,Grimes,759.6666667000002,6.441666667000001,1336,11813.58333,"(30.4829853, -95.9832577)"
2013,TX,Grimes,708.25,5.975,1144,11818.66667,"(30.4829853, -95.9832577)"
2014,TX,Grimes,563.1666667000002,4.766666667,1200,11824.41667,"(30.4829853, -95.9832577)"
2015,TX,Grimes,611.4166667000002,5.325,1111,11502.75,"(30.4829853, -95.9832577)"
2010,TX,Hardin,2556.583333,9.891666667,1925,25838.58333,"(30.364764, -94.315422)"
2011,TX,Hardin,2487.25,9.475,2041,26252.91667,"(30.364764, -94.315422)"
2012,TX,Hardin,2179.583333,8.416666667000001,1987,25880.0,"(30.364764, -94.315422)"
2013,TX,Hardin,2035.75,8.05,1966,25302.75,"(30.364764, -94.315422)"
2014,TX,Hardin,1588.333333,6.258333333,1709,25391.91667,"(30.364764, -94.315422)"
2015,TX,Hardin,1406.333333,5.625,1752,24968.5,"(30.364764, -94.315422)"
2010,TX,Harris,171176.8333,8.291666667000001,163950,2064025.917,"(29.7751825, -95.3102505)"
2011,TX,Harris,165561.5833,7.858333332999999,150414,2110506.167,"(29.7751825, -95.3102505)"
2012,TX,Harris,143113.75,6.65,155495,2156941.917,"(29.7751825, -95.3102505)"
2013,TX,Harris,133105.0,6.05,151172,2199353.333,"(29.7751825, -95.3102505)"
2014,TX,Harris,110991.1667,4.983333333,144887,2230152.25,"(29.7751825, -95.3102505)"
2015,TX,Harris,103502.5,4.625,139454,2232552.333,"(29.7751825, -95.3102505)"
2010,TX,Howard,947.9166667000003,7.158333333,3537,13223.08333,"(32.2875944, -101.4339148)"
2011,TX,Howard,865.9166667000003,6.541666667,2709,13255.83333,"(32.2875944, -101.4339148)"
2012,TX,Howard,752.25,5.6166666670000005,2923,13402.91667,"(32.2875944, -101.4339148)"
2013,TX,Howard,732.0833332999998,5.408333333,3094,13572.16667,"(32.2875944, -101.4339148)"
2014,TX,Howard,594.5833332999998,4.383333333,3767,13592.66667,"(32.2875944, -101.4339148)"
2015,TX,Howard,613.5,4.591666667,3660,13344.83333,"(32.2875944, -101.4339148)"
2010,TX,Jasper,1836.75,12.36666667,1551,14840.66667,"(30.9263644, -93.9878427)"
2011,TX,Jasper,1855.416667,12.34166667,1401,15035.75,"(30.9263644, -93.9878427)"
2012,TX,Jasper,1587.583333,10.64166667,1821,14916.58333,"(30.9263644, -93.9878427)"
2013,TX,Jasper,1519.166667,10.45833333,2137,14521.33333,"(30.9263644, -93.9878427)"
2014,TX,Jasper,1176.25,8.133333333,2157,14445.58333,"(30.9263644, -93.9878427)"
2015,TX,Jasper,1035.083333,7.483333332999999,1904,13865.91667,"(30.9263644, -93.9878427)"
2010,TX,Karnes,441.75,9.066666667,880,4868.5,"(28.9089085, -97.87216)"
2011,TX,Karnes,379.25,7.758333332999999,685,4887.5,"(28.9089085, -97.87216)"
2012,TX,Karnes,322.1666667,6.108333332999999,850,5287.916667,"(28.9089085, -97.87216)"
2013,TX,Karnes,301.4166667,5.35,906,5624.333333,"(28.9089085, -97.87216)"
2014,TX,Karnes,229.3333333,3.666666667,754,6275.333333,"(28.9089085, -97.87216)"
2015,TX,Karnes,271.1666667,4.233333333,882,6421.166667,"(28.9089085, -97.87216)"
2010,TX,Kenedy,15.08333333,6.95,8,219.4166667,"(26.8697147, -97.69822719999999)"
2011,TX,Kenedy,15.33333333,6.408333333,18,238.6666667,"(26.8697147, -97.69822719999999)"
2012,TX,Kenedy,12.66666667,5.0,38,253.4166667,"(26.8697147, -97.69822719999999)"
2013,TX,Kenedy,11.58333333,3.908333333,26,296.1666667,"(26.8697147, -97.69822719999999)"
2014,TX,Kenedy,9.666666667000001,2.833333333,24,337.9166667,"(26.8697147, -97.69822719999999)"
2015,TX,Kenedy,8.833333332999999,3.183333333,10,282.1666667,"(26.8697147, -97.69822719999999)"
2010,TX,Kimble,136.33333330000002,6.0,262,2276.333333,"(30.4338473, -99.8124935)"
2011,TX,Kimble,138.58333330000002,6.208333333,208,2233.166667,"(30.4338473, -99.8124935)"
2012,TX,Kimble,106.9166667,4.891666667,154,2189.25,"(30.4338473, -99.8124935)"
2013,TX,Kimble,104.8333333,4.85,118,2161.416667,"(30.4338473, -99.8124935)"
2014,TX,Kimble,81.58333333,3.858333333,104,2113.0,"(30.4338473, -99.8124935)"
2015,TX,Kimble,72.25,3.608333333,98,1997.75,"(30.4338473, -99.8124935)"
2010,TX,Kinney,142.16666669999995,11.2,45,1270.166667,"(29.2934865, -100.3497895)"
2011,TX,Kinney,128.75,10.14166667,4,1271.083333,"(29.2934865, -100.3497895)"
2012,TX,Kinney,111.25,8.833333332999999,6,1263.5,"(29.2934865, -100.3497895)"
2013,TX,Kinney,116.25,9.55,8,1218.5,"(29.2934865, -100.3497895)"
2014,TX,Kinney,88.58333333,7.2,2,1228.25,"(29.2934865, -100.3497895)"
2015,TX,Kinney,75.16666667,6.35,18,1183.75,"(29.2934865, -100.3497895)"
2010,TX,Lavaca,669.8333332999998,6.891666667000001,308,9702.666667,"(29.33590539999999, -96.83509989999999)"
2011,TX,Lavaca,572.0833332999998,5.95,384,9621.333333,"(29.33590539999999, -96.83509989999999)"
2012,TX,Lavaca,457.75,4.808333333,508,9481.833333,"(29.33590539999999, -96.83509989999999)"
2013,TX,Lavaca,432.58333330000005,4.691666667,388,9229.833333,"(29.33590539999999, -96.83509989999999)"
2014,TX,Lavaca,351.1666667,3.916666667,369,8974.916667,"(29.33590539999999, -96.83509989999999)"
2015,TX,Lavaca,332.5,3.766666667,388,8797.75,"(29.33590539999999, -96.83509989999999)"
2010,TX,Loving,4.0,5.7416666670000005,0,70.58333333,"(31.8883434, -103.6362715)"
2011,TX,Loving,4.0,6.1166666670000005,0,66.16666667,"(31.8883434, -103.6362715)"
2012,TX,Loving,4.333333333,6.466666667,4,67.66666667,"(31.8883434, -103.6362715)"
2013,TX,Loving,4.416666667,5.858333332999999,20,75.75,"(31.8883434, -103.6362715)"
2014,TX,Loving,3.916666667,5.033333333,22,78.25,"(31.8883434, -103.6362715)"
2015,TX,Loving,3.75,4.908333333,14,76.91666667,"(31.8883434, -103.6362715)"
2010,TX,Marion,530.9166667,11.79166667,692,4502.416667,"(32.7780679, -94.35651299999999)"
2011,TX,Marion,460.9166667,10.41666667,637,4422.75,"(32.7780679, -94.35651299999999)"
2012,TX,Marion,397.0833333,9.125,698,4351.5,"(32.7780679, -94.35651299999999)"
2013,TX,Marion,366.0,8.075,833,4540.583333,"(32.7780679, -94.35651299999999)"
2014,TX,Marion,289.0833333,6.45,677,4480.666667,"(32.7780679, -94.35651299999999)"
2015,TX,Marion,285.8333333,6.475,563,4410.0,"(32.7780679, -94.35651299999999)"
2010,TX,Martin,131.5833333,5.9916666670000005,168,2195.333333,"(32.2364722, -101.9804613)"
2011,TX,Martin,130.9166667,5.575,160,2350.583333,"(32.2364722, -101.9804613)"
2012,TX,Martin,109.0,4.525,141,2415.583333,"(32.2364722, -101.9804613)"
2013,TX,Martin,108.4166667,4.25,192,2551.75,"(32.2364722, -101.9804613)"
2014,TX,Martin,90.91666667,3.383333333,236,2687.166667,"(32.2364722, -101.9804613)"
2015,TX,Martin,90.41666667,3.508333333,226,2581.416667,"(32.2364722, -101.9804613)"
2010,TX,Medina,1507.5,7.525,1662,20016.25,"(29.2987871, -99.0128926)"
2011,TX,Medina,1511.916667,7.475,1302,20244.58333,"(29.2987871, -99.0128926)"
2012,TX,Medina,1323.916667,6.558333332999999,1280,20207.66667,"(29.2987871, -99.0128926)"
2013,TX,Medina,1235.416667,6.075,1084,20326.75,"(29.2987871, -99.0128926)"
2014,TX,Medina,1000.75,4.891666667,1263,20402.75,"(29.2987871, -99.0128926)"
2015,TX,Medina,891.3333332999997,4.366666667,1875,20406.25,"(29.2987871, -99.0128926)"
2010,TX,Menard,74.25,7.383333332999999,18,1004.083333,"(30.9802428, -99.8124935)"
2011,TX,Menard,67.58333333,7.15,16,944.8333332999997,"(30.9802428, -99.8124935)"
2012,TX,Menard,61.08333333,6.291666667,13,972.1666667000003,"(30.9802428, -99.8124935)"
2013,TX,Menard,53.91666667,5.858333332999999,10,919.4166667000003,"(30.9802428, -99.8124935)"
2014,TX,Menard,41.5,4.691666667,30,885.4166667000003,"(30.9802428, -99.8124935)"
2015,TX,Menard,44.25,5.183333333,12,855.9166667000003,"(30.9802428, -99.8124935)"
2010,TX,Morris,794.25,13.775,844,5769.5,"(33.122847, -94.7691586)"
2011,TX,Morris,698.3333332999998,12.00833333,854,5814.083333,"(33.122847, -94.7691586)"
2012,TX,Morris,568.6666667000002,9.741666667,712,5836.583333,"(33.122847, -94.7691586)"
2013,TX,Morris,559.8333332999998,9.575,810,5841.166667,"(33.122847, -94.7691586)"
2014,TX,Morris,439.75,7.8,718,5625.25,"(33.122847, -94.7691586)"
2015,TX,Morris,466.08333330000005,8.783333333,586,5309.5,"(33.122847, -94.7691586)"
2010,TX,Motley,38.91666667,6.2416666670000005,43,623.4166667000002,"(34.1280332, -100.7097867)"
2011,TX,Motley,41.0,6.916666667,30,593.5833332999998,"(34.1280332, -100.7097867)"
2012,TX,Motley,31.25,5.983333332999999,52,521.8333333,"(34.1280332, -100.7097867)"
2013,TX,Motley,29.66666667,5.908333333,24,501.4166667,"(34.1280332, -100.7097867)"
2014,TX,Motley,21.16666667,4.266666667,26,496.9166667,"(34.1280332, -100.7097867)"
2015,TX,Motley,17.33333333,3.5333333330000003,36,491.83333330000005,"(34.1280332, -100.7097867)"
2010,TX,Newton,753.5,12.675,300,5938.583333,"(30.9359604, -93.66232389999999)"
2011,TX,Newton,769.25,12.725,200,6040.583333,"(30.9359604, -93.66232389999999)"
2012,TX,Newton,641.5,11.05833333,134,5804.166667,"(30.9359604, -93.66232389999999)"
2013,TX,Newton,602.8333332999998,10.75833333,247,5605.5,"(30.9359604, -93.66232389999999)"
2014,TX,Newton,460.33333330000005,8.266666667,165,5560.166667,"(30.9359604, -93.66232389999999)"
2015,TX,Newton,402.5833333,7.508333332999999,148,5362.333333,"(30.9359604, -93.66232389999999)"
2010,TX,Nueces,13190.08333,8.116666667,37872,162502.3333,"(27.7693351, -97.4814163)"
2011,TX,Nueces,13050.83333,7.95,36404,164278.0833,"(27.7693351, -97.4814163)"
2012,TX,Nueces,10967.58333,6.566666667000001,34743,167030.0,"(27.7693351, -97.4814163)"
2013,TX,Nueces,10295.16667,6.1166666670000005,35726,168310.0833,"(27.7693351, -97.4814163)"
2014,TX,Nueces,8590.416667,5.1,35392,168240.6667,"(27.7693351, -97.4814163)"
2015,TX,Nueces,8170.75,4.933333333,29778,165671.0833,"(27.7693351, -97.4814163)"
2010,TX,Oldham,44.41666667,4.608333333,38,961.0833332999997,"(35.4247226, -102.6216211)"
2011,TX,Oldham,42.16666667,4.283333333,54,979.9166667000003,"(35.4247226, -102.6216211)"
2012,TX,Oldham,40.5,4.266666667,56,950.8333332999997,"(35.4247226, -102.6216211)"
2013,TX,Oldham,42.58333333,4.441666667,54,960.4166667000003,"(35.4247226, -102.6216211)"
2014,TX,Oldham,33.91666667,3.591666667,40,941.1666667000003,"(35.4247226, -102.6216211)"
2015,TX,Oldham,27.08333333,2.966666667,46,913.4166667000003,"(35.4247226, -102.6216211)"
2010,TX,Orange,4482.5,11.64166667,6674,38465.16667,"(30.1484033, -93.86553029999999)"
2011,TX,Orange,4512.166667,11.50833333,6361,39187.0,"(30.1484033, -93.86553029999999)"
2012,TX,Orange,4063.916667,10.45833333,5111,38882.08333,"(30.1484033, -93.86553029999999)"
2013,TX,Orange,3950.25,10.4,5091,37976.33333,"(30.1484033, -93.86553029999999)"
2014,TX,Orange,3020.083333,7.975,4583,37892.58333,"(30.1484033, -93.86553029999999)"
2015,TX,Orange,2424.916667,6.533333333,4402,37151.83333,"(30.1484033, -93.86553029999999)"
2010,TX,Panola,1030.916667,9.033333333,928,11403.66667,"(32.1920035, -94.315422)"
2011,TX,Panola,975.75,8.175,1215,11943.25,"(32.1920035, -94.315422)"
2012,TX,Panola,845.3333332999997,6.8666666670000005,1506,12322.16667,"(32.1920035, -94.315422)"
2013,TX,Panola,788.25,6.183333332999999,1559,12748.5,"(32.1920035, -94.315422)"
2014,TX,Panola,619.8333332999998,4.925,1708,12559.41667,"(32.1920035, -94.315422)"
2015,TX,Panola,603.3333332999998,5.25,1366,11560.41667,"(32.1920035, -94.315422)"
2010,TX,Parker,4295.416667,7.625,4408,56408.66667000001,"(32.7415519, -97.87216)"
2011,TX,Parker,3950.25,6.891666667000001,4279,57353.33333,"(32.7415519, -97.87216)"
2012,TX,Parker,3437.0,5.933333332999999,4546,57922.25,"(32.7415519, -97.87216)"
2013,TX,Parker,3248.583333,5.516666667000001,3857,58686.25,"(32.7415519, -97.87216)"
2014,TX,Parker,2696.0,4.566666667,3877,59108.0,"(32.7415519, -97.87216)"
2015,TX,Parker,2469.083333,4.15,3460,59517.25,"(32.7415519, -97.87216)"
2010,TX,Parmer,235.9166667,4.4,296,5352.75,"(34.4604292, -102.7135121)"
2011,TX,Parmer,235.0,4.433333333,301,5291.5,"(34.4604292, -102.7135121)"
2012,TX,Parmer,205.6666667,4.091666667,188,5005.166667,"(34.4604292, -102.7135121)"
2013,TX,Parmer,196.25,3.875,191,5067.916667,"(34.4604292, -102.7135121)"
2014,TX,Parmer,156.41666669999995,3.05,184,5127.5,"(34.4604292, -102.7135121)"
2015,TX,Parmer,116.9166667,2.35,190,4963.666667,"(34.4604292, -102.7135121)"
2010,TX,Potter,3653.25,6.3,581,58038.25,"(35.404373, -101.9804613)"
2011,TX,Potter,3491.666667,5.95,669,58757.08333,"(35.404373, -101.9804613)"
2012,TX,Potter,3117.333333,5.35,468,58335.41667000001,"(35.404373, -101.9804613)"
2013,TX,Potter,2894.583333,5.025,530,57538.5,"(35.404373, -101.9804613)"
2014,TX,Potter,2248.166667,3.95,474,56845.0,"(35.404373, -101.9804613)"
2015,TX,Potter,1869.75,3.333333333,486,56207.5,"(35.404373, -101.9804613)"
2010,TX,Reagan,106.0833333,5.566666667000001,18,1911.916667,"(31.2903569, -101.5248055)"
2011,TX,Reagan,88.08333333,4.366666667,11,2017.666667,"(31.2903569, -101.5248055)"
2012,TX,Reagan,70.91666667,3.416666667,40,2078.0,"(31.2903569, -101.5248055)"
2013,TX,Reagan,78.0,3.966666667,4,1958.916667,"(31.2903569, -101.5248055)"
2014,TX,Reagan,66.08333333,3.2,0,2077.5,"(31.2903569, -101.5248055)"
2015,TX,Reagan,87.33333333,4.6,236,1927.0,"(31.2903569, -101.5248055)"
2010,TX,Reeves,508.5,8.833333332999999,679,5747.25,"(31.4307975, -103.7289167)"
2011,TX,Reeves,445.25,8.041666667000001,554,5543.666667,"(31.4307975, -103.7289167)"
2012,TX,Reeves,360.6666667,6.758333333,653,5344.666667,"(31.4307975, -103.7289167)"
2013,TX,Reeves,325.0833333,5.766666667000001,526,5630.583333,"(31.4307975, -103.7289167)"
2014,TX,Reeves,231.4166667,4.016666667,570,5759.416667,"(31.4307975, -103.7289167)"
2015,TX,Reeves,271.6666667,4.783333333,652,5673.5,"(31.4307975, -103.7289167)"
2010,TX,Sabine,596.1666667000002,16.31666667,268,3654.583333,"(31.2974233, -93.8248241)"
2011,TX,Sabine,544.5833332999998,15.71666667,308,3461.5,"(31.2974233, -93.8248241)"
2012,TX,Sabine,492.6666667,14.55,280,3387.916667,"(31.2974233, -93.8248241)"
2013,TX,Sabine,459.9166667,12.93333333,388,3561.166667,"(31.2974233, -93.8248241)"
2014,TX,Sabine,374.0833333,10.56666667,325,3542.25,"(31.2974233, -93.8248241)"
2015,TX,Sabine,325.25,9.283333333,352,3498.583333,"(31.2974233, -93.8248241)"
2010,TX,Scurry,482.33333330000005,6.791666667,1172,7101.666667,"(32.6937844, -100.8903099)"
2011,TX,Scurry,419.5,5.683333332999999,876,7406.5,"(32.6937844, -100.8903099)"
2012,TX,Scurry,363.0,4.483333333,901,8118.333333,"(32.6937844, -100.8903099)"
2013,TX,Scurry,355.9166667,4.158333333,1376,8565.666667,"(32.6937844, -100.8903099)"
2014,TX,Scurry,285.75,3.316666667,1288,8611.583333,"(32.6937844, -100.8903099)"
2015,TX,Scurry,337.6666667,4.133333333,926,8160.583333,"(32.6937844, -100.8903099)"
2010,TX,Shelby,1001.916667,8.466666667,1283,11839.16667,"(31.8343021, -94.15137639999999)"
2011,TX,Shelby,1024.75,8.558333333,1103,11976.91667,"(31.8343021, -94.15137639999999)"
2012,TX,Shelby,880.0833332999997,7.266666667000001,1319,12126.16667,"(31.8343021, -94.15137639999999)"
2013,TX,Shelby,863.0833332999997,7.408333333,1225,11630.83333,"(31.8343021, -94.15137639999999)"
2014,TX,Shelby,678.4166667000002,5.841666667,1171,11613.16667,"(31.8343021, -94.15137639999999)"
2015,TX,Shelby,597.4166667000002,5.258333333,1156,11368.58333,"(31.8343021, -94.15137639999999)"
2010,TX,Sutton,191.25,9.575,81,1990.333333,"(30.5598827, -100.5296115)"
2011,TX,Sutton,131.9166667,6.775,64,1946.833333,"(30.5598827, -100.5296115)"
2012,TX,Sutton,95.41666667,4.733333333,64,2012.083333,"(30.5598827, -100.5296115)"
2013,TX,Sutton,94.33333333,4.558333333,46,2065.5,"(30.5598827, -100.5296115)"
2014,TX,Sutton,71.75,3.5333333330000003,47,2021.416667,"(30.5598827, -100.5296115)"
2015,TX,Sutton,103.6666667,6.091666667,76,1717.25,"(30.5598827, -100.5296115)"
2010,TX,Taylor,4354.25,6.775,870,64285.33333,"(32.2455088, -99.8124935)"
2011,TX,Taylor,4248.75,6.558333332999999,675,64678.08333,"(32.2455088, -99.8124935)"
2012,TX,Taylor,3651.0,5.658333333,722,64484.75,"(32.2455088, -99.8124935)"
2013,TX,Taylor,3409.5,5.258333333,705,64663.16667000001,"(32.2455088, -99.8124935)"
2014,TX,Taylor,2711.5,4.208333333,903,64417.33333,"(32.2455088, -99.8124935)"
2015,TX,Taylor,2318.916667,3.658333333,817,63300.58333,"(32.2455088, -99.8124935)"
2010,TX,Travis,38969.66667,6.758333333,13431,575629.1667,"(30.2097015, -97.69822719999999)"
2011,TX,Travis,37856.33333,6.383333333,12194,594040.0,"(30.2097015, -97.69822719999999)"
2012,TX,Travis,33656.33333,5.516666667000001,11560,612264.4167,"(30.2097015, -97.69822719999999)"
2013,TX,Travis,31729.66667,5.041666667,11593,629918.75,"(30.2097015, -97.69822719999999)"
