,Year,Average Total Employment,county,state
98,2012,28833.16667,DeKalb County,AL
99,2013,29033.33333,DeKalb County,AL
100,2014,28953.5,DeKalb County,AL
101,2015,28766.66667,DeKalb County,AL
102,2010,36682.75,Elmore County,AL
103,2011,36597,Elmore County,AL
104,2012,36628.16667,Elmore County,AL
105,2013,36929.5,Elmore County,AL
106,2014,36556.25,Elmore County,AL
107,2015,36742.91667,Elmore County,AL
108,2010,44000.16667,Etowah County,AL
109,2011,44722.66667,Etowah County,AL
110,2012,44232.5,Etowah County,AL
111,2013,43862,Etowah County,AL
112,2014,43735,Etowah County,AL
113,2015,42684.41667,Etowah County,AL
114,2010,11558.75,Geneva County,AL
115,2011,11486.5,Geneva County,AL
116,2012,11273.75,Geneva County,AL
117,2013,11044.25,Geneva County,AL
118,2014,10795.58333,Geneva County,AL
119,2015,10785.16667,Geneva County,AL
120,2010,3305.833333,Greene County,AL
121,2011,3226,Greene County,AL
122,2012,3124.833333,Greene County,AL
123,2013,2996.333333,Greene County,AL
124,2014,2986.333333,Greene County,AL
125,2015,2877.583333,Greene County,AL
126,2010,13215.25,Marion County,AL
127,2011,12556.58333,Marion County,AL
128,2012,12450.75,Marion County,AL
129,2013,12486.83333,Marion County,AL
130,2014,12293,Marion County,AL
131,2015,12482.58333,Marion County,AL
132,2010,192729.8333,Mobile County,AL
133,2011,193851.25,Mobile County,AL
134,2012,188625.75,Mobile County,AL
135,2013,187045.8333,Mobile County,AL
136,2014,185381.3333,Mobile County,AL
137,2015,186910,Mobile County,AL
138,2010,8712.166667,Monroe County,AL
139,2011,8324.083333,Monroe County,AL
140,2012,7970.916667,Monroe County,AL
141,2013,7766.166667,Monroe County,AL
142,2014,7616.916667,Monroe County,AL
143,2015,7339,Monroe County,AL
144,2010,57816.58333,Morgan County,AL
145,2011,58318.58333,Morgan County,AL
146,2012,57409.66667,Morgan County,AL
147,2013,57001,Morgan County,AL
148,2014,56052.41667,Morgan County,AL
149,2015,54903.91667,Morgan County,AL
150,2010,102371.5833,Shelby County,AL
151,2011,104213.6667,Shelby County,AL
152,2012,105457.6667,Shelby County,AL
153,2013,107004.3333,Shelby County,AL
154,2014,107247.25,Shelby County,AL
155,2015,108198.25,Shelby County,AL
156,2010,5776.916667,Sumter County,AL
157,2011,5560.333333,Sumter County,AL
158,2012,5417.416667,Sumter County,AL
159,2013,5462.916667,Sumter County,AL
160,2014,5373.916667,Sumter County,AL
161,2015,5106.916667,Sumter County,AL
162,2010,27278.58333,Walker County,AL
163,2011,27092,Walker County,AL
164,2012,26574.5,Walker County,AL
165,2013,26364.08333,Walker County,AL
166,2014,25760.75,Walker County,AL
167,2015,25560.58333,Walker County,AL
168,2010,3066.083333,Wilcox County,AL
169,2011,2978.333333,Wilcox County,AL
170,2012,2882.916667,Wilcox County,AL
171,2013,2779.666667,Wilcox County,AL
172,2014,2865.666667,Wilcox County,AL
173,2015,2824.25,Wilcox County,AL
174,2010,25712.5,Autauga County,AL
175,2011,25835.91667,Autauga County,AL
176,2012,25739.41667,Autauga County,AL
177,2013,25810.58333,Autauga County,AL
178,2014,25601.16667,Autauga County,AL
179,2015,25602.16667,Autauga County,AL
180,2010,83459.83333,Baldwin County,AL
181,2011,85044.83333,Baldwin County,AL
182,2012,84414.16667,Baldwin County,AL
183,2013,85279.83333,Baldwin County,AL
184,2014,86414.5,Baldwin County,AL
185,2015,87704.33333,Baldwin County,AL
186,2010,10221.25,Barbour County,AL
187,2011,9848.75,Barbour County,AL
188,2012,9361.916667,Barbour County,AL
189,2013,9099.333333,Barbour County,AL
190,2014,8847.833333,Barbour County,AL
191,2015,8608.916667,Barbour County,AL
192,2010,4940.25,Bullock County,AL
193,2011,4833,Bullock County,AL
194,2012,4736.166667,Bullock County,AL
195,2013,4777.916667,Bullock County,AL
196,2014,4732.916667,Bullock County,AL
197,2015,4776.666667,Bullock County,AL
198,2010,51558.25,Calhoun County,AL
199,2011,51268,Calhoun County,AL
200,2012,49648.5,Calhoun County,AL
201,2013,48405.33333,Calhoun County,AL
202,2014,47256.91667,Calhoun County,AL
203,2015,45910.16667,Calhoun County,AL
204,2010,19462.08333,Chilton County,AL
205,2011,19538.25,Chilton County,AL
206,2012,19382.5,Chilton County,AL
207,2013,19358.5,Chilton County,AL
208,2014,19101.91667,Chilton County,AL
209,2015,19133.58333,Chilton County,AL
210,2010,4859.25,Choctaw County,AL
211,2011,4764.583333,Choctaw County,AL
212,2012,4791.333333,Choctaw County,AL
213,2013,4703.25,Choctaw County,AL
214,2014,4495.083333,Choctaw County,AL
215,2015,4378.25,Choctaw County,AL
216,2010,24227.58333,Colbert County,AL
217,2011,24386,Colbert County,AL
218,2012,24025.75,Colbert County,AL
219,2013,23895.5,Colbert County,AL
220,2014,24035.16667,Colbert County,AL
221,2015,23602.58333,Colbert County,AL
222,2010,4990.916667,Conecuh County,AL
223,2011,4784.75,Conecuh County,AL
224,2012,4634.416667,Conecuh County,AL
225,2013,4695.416667,Conecuh County,AL
226,2014,4717.916667,Conecuh County,AL
227,2015,4680.583333,Conecuh County,AL
228,2010,35959,Cullman County,AL
229,2011,35669.08333,Cullman County,AL
230,2012,35568.08333,Cullman County,AL
231,2013,35782.75,Cullman County,AL
232,2014,35929.41667,Cullman County,AL
233,2015,36384.5,Cullman County,AL
234,2010,6830.666667,Fayette County,AL
235,2011,6632.416667,Fayette County,AL
236,2012,6502.666667,Fayette County,AL
237,2013,6406.166667,Fayette County,AL
238,2014,6350.5,Fayette County,AL
239,2015,6421.416667,Fayette County,AL
240,2010,46414,Houston County,AL
241,2011,46778.08333,Houston County,AL
242,2012,46053.66667,Houston County,AL
243,2013,45710.58333,Houston County,AL
244,2014,45158.83333,Houston County,AL
245,2015,44549.33333,Houston County,AL
246,2010,24347,Jackson County,AL
247,2011,24162.33333,Jackson County,AL
248,2012,23731.08333,Jackson County,AL
249,2013,23686.5,Jackson County,AL
250,2014,23454.16667,Jackson County,AL
251,2015,23461.16667,Jackson County,AL
252,2010,4350.333333,Lowndes County,AL
253,2011,4239,Lowndes County,AL
254,2012,4081.166667,Lowndes County,AL
255,2013,4008.333333,Lowndes County,AL
256,2014,3873.5,Lowndes County,AL
257,2015,3826.583333,Lowndes County,AL
258,2010,169832.5833,Madison County,AL
259,2011,171725.75,Madison County,AL
260,2012,170209.6667,Madison County,AL
261,2013,171362.3333,Madison County,AL
262,2014,170130.75,Madison County,AL
263,2015,170889.4167,Madison County,AL
264,2010,8135.333333,Marengo County,AL
265,2011,7875.083333,Marengo County,AL
266,2012,7650.25,Marengo County,AL
267,2013,7633.333333,Marengo County,AL
268,2014,7625.583333,Marengo County,AL
269,2015,7405.583333,Marengo County,AL
270,2010,7698,Pickens County,AL
271,2011,7569.916667,Pickens County,AL
272,2012,7466.666667,Pickens County,AL
273,2013,7419.833333,Pickens County,AL
274,2014,7762.333333,Pickens County,AL
275,2015,8006.75,Pickens County,AL
276,2010,23813.75,Russell County,AL
277,2011,24604.41667,Russell County,AL
278,2012,24910.91667,Russell County,AL
279,2013,25018.33333,Russell County,AL
280,2014,24774.08333,Russell County,AL
281,2015,24103.58333,Russell County,AL
282,2010,9882.5,Winston County,AL
283,2011,9818.416667,Winston County,AL
284,2012,9607,Winston County,AL
285,2013,9644.5,Winston County,AL
286,2014,9633.583333,Winston County,AL
287,2015,9375.166667,Winston County,AL
288,2010,14754.16667,Chambers County,AL
289,2011,15199.25,Chambers County,AL
290,2012,15140,Chambers County,AL
291,2013,15275.08333,Chambers County,AL
292,2014,15307.58333,Chambers County,AL
293,2015,14974.75,Chambers County,AL
294,2010,11464,Cherokee County,AL
295,2011,11475.33333,Cherokee County,AL
296,2012,11267.83333,Cherokee County,AL
297,2013,11403.41667,Cherokee County,AL
298,2014,11389.75,Cherokee County,AL
299,2015,11157.66667,Cherokee County,AL
300,2010,6033.083333,Cleburne County,AL
301,2011,5939.166667,Cleburne County,AL
302,2012,5837.666667,Cleburne County,AL
303,2013,5830.333333,Cleburne County,AL
304,2014,5855.5,Cleburne County,AL
305,2015,5677.583333,Cleburne County,AL
306,2010,6284.5,Crenshaw County,AL
307,2011,6432.25,Crenshaw County,AL
308,2012,6251.583333,Crenshaw County,AL
309,2013,6310.916667,Crenshaw County,AL
310,2014,6300.75,Crenshaw County,AL
311,2015,6354.083333,Crenshaw County,AL
312,2010,15006.58333,Escambia County,AL
313,2011,14977.58333,Escambia County,AL
314,2012,14732.08333,Escambia County,AL
315,2013,14292,Escambia County,AL
316,2014,14369.41667,Escambia County,AL
317,2015,14597.25,Escambia County,AL
318,2010,14255.08333,Franklin County,AL
319,2011,14361.58333,Franklin County,AL
320,2012,13975.91667,Franklin County,AL
321,2013,13678.16667,Franklin County,AL
322,2014,13718.75,Franklin County,AL
323,2015,13660.33333,Franklin County,AL
324,2010,14901.25,Lawrence County,AL
325,2011,14787.33333,Lawrence County,AL
326,2012,14390.91667,Lawrence County,AL
327,2013,14282,Lawrence County,AL
328,2014,14025.41667,Lawrence County,AL
329,2015,13672.41667,Lawrence County,AL
330,2010,41636.91667,Marshall County,AL
331,2011,41085.58333,Marshall County,AL
332,2012,40685.91667,Marshall County,AL
333,2013,40613.41667,Marshall County,AL
334,2014,39914.83333,Marshall County,AL
335,2015,40382.33333,Marshall County,AL
336,2010,9706.583333,Randolph County,AL
337,2011,9446.666667,Randolph County,AL
338,2012,9142.916667,Randolph County,AL
339,2013,9211.333333,Randolph County,AL
340,2014,9277.333333,Randolph County,AL
341,2015,9432.833333,Randolph County,AL
342,2010,16417.33333,Covington County,AL
343,2011,16367.33333,Covington County,AL
344,2012,16344.41667,Covington County,AL
345,2013,16065.25,Covington County,AL
346,2014,15915.66667,Covington County,AL
347,2015,15457,Covington County,AL
348,2010,318519.5833,Jefferson County,AL
349,2011,319651.9167,Jefferson County,AL
350,2012,316511.0833,Jefferson County,AL
351,2013,315404.8333,Jefferson County,AL
352,2014,312247.5,Jefferson County,AL
353,2015,310882.75,Jefferson County,AL
354,2010,38320.75,Limestone County,AL
355,2011,38989.83333,Limestone County,AL
356,2012,38989.58333,Limestone County,AL
357,2013,39434.66667,Limestone County,AL
358,2014,39591.16667,Limestone County,AL
359,2015,39948.58333,Limestone County,AL
360,2010,38279.33333,St. Clair County,AL
361,2011,38508.75,St. Clair County,AL
362,2012,38516.08333,St. Clair County,AL
363,2013,38834.66667,St. Clair County,AL
364,2014,38523.66667,St. Clair County,AL
365,2015,38569.5,St. Clair County,AL
366,2010,35128.33333,Talladega County,AL
367,2011,35293.5,Talladega County,AL
368,2012,35012.83333,Talladega County,AL
369,2013,35771,Talladega County,AL
370,2014,35399.25,Talladega County,AL
371,2015,35133.08333,Talladega County,AL
372,2010,43596,Lauderdale County,AL
373,2011,44047.16667,Lauderdale County,AL
374,2012,43409,Lauderdale County,AL
375,2013,43149.41667,Lauderdale County,AL
376,2014,43488.66667,Lauderdale County,AL
377,2015,42648.08333,Lauderdale County,AL
378,2010,108753,Montgomery County,AL
379,2011,109091.5833,Montgomery County,AL
380,2012,107320.4167,Montgomery County,AL
381,2013,106360.1667,Montgomery County,AL
382,2014,105041.6667,Montgomery County,AL
383,2015,105051.3333,Montgomery County,AL
384,2010,19078.66667,Tallapoosa County,AL
385,2011,18362.5,Tallapoosa County,AL
386,2012,18440.5,Tallapoosa County,AL
387,2013,18398.5,Tallapoosa County,AL
388,2014,18423.58333,Tallapoosa County,AL
389,2015,18739.41667,Tallapoosa County,AL
390,2010,93915.41667,Tuscaloosa County,AL
391,2011,95463.75,Tuscaloosa County,AL
392,2012,95339,Tuscaloosa County,AL
393,2013,95678.25,Tuscaloosa County,AL
394,2014,97091.58333,Tuscaloosa County,AL
395,2015,98867.08333,Tuscaloosa County,AL
396,2010,7384.333333,Washington County,AL
397,2011,7106.166667,Washington County,AL
398,2012,6874.833333,Washington County,AL
399,2013,6713.583333,Washington County,AL
400,2014,6655.916667,Washington County,AL
401,2015,6699.333333,Washington County,AL
402,2010,3703.333333,Lee County,AR
403,2011,3678.333333,Lee County,AR
404,2012,3520.916667,Lee County,AR
405,2013,3312.916667,Lee County,AR
406,2014,3252.416667,Lee County,AR
407,2015,3180,Lee County,AR
408,2010,7478.583333,Clay County,AR
409,2011,7304.25,Clay County,AR
410,2012,6868.333333,Clay County,AR
411,2013,6529.833333,Clay County,AR
412,2014,6413.666667,Clay County,AR
413,2015,6296.75,Clay County,AR
414,2010,8567.666667,Drew County,AR
415,2011,8655.583333,Drew County,AR
416,2012,8369.75,Drew County,AR
417,2013,8168.916667,Drew County,AR
418,2014,7984.666667,Drew County,AR
419,2015,7926.5,Drew County,AR
420,2010,4843.083333,Pike County,AR
421,2011,4654.25,Pike County,AR
422,2012,4365.583333,Pike County,AR
423,2013,4201.583333,Pike County,AR
424,2014,4206.416667,Pike County,AR
425,2015,4168.666667,Pike County,AR
426,2010,8980.75,Polk County,AR
427,2011,8946.833333,Polk County,AR
428,2012,8700.916667,Polk County,AR
429,2013,8455.416667,Polk County,AR
430,2014,8456.583333,Polk County,AR
431,2015,8295,Polk County,AR
432,2010,30053.66667,Pope County,AR
433,2011,30516.66667,Pope County,AR
434,2012,29998.91667,Pope County,AR
435,2013,29650.16667,Pope County,AR
436,2014,29614.58333,Pope County,AR
437,2015,29676.08333,Pope County,AR
438,2010,9714.333333,Yell County,AR
439,2011,9605,Yell County,AR
440,2012,9265.666667,Yell County,AR
441,2013,9065.416667,Yell County,AR
442,2014,9035.833333,Yell County,AR
443,2015,8940.333333,Yell County,AR
444,2010,16519.08333,Boone County,AR
445,2011,16696.83333,Boone County,AR
446,2012,16522.25,Boone County,AR
447,2013,16047.33333,Boone County,AR
448,2014,15663.75,Boone County,AR
449,2015,15844.08333,Boone County,AR
450,2010,10211.91667,Clark County,AR
451,2011,10335.33333,Clark County,AR
452,2012,10139.41667,Clark County,AR
453,2013,9922.833333,Clark County,AR
454,2014,9521.5,Clark County,AR
455,2015,9452.666667,Clark County,AR
456,2010,8618.5,Cross County,AR
457,2011,8832,Cross County,AR
458,2012,8531.833333,Cross County,AR
459,2013,8207.083333,Cross County,AR
460,2014,8097.916667,Cross County,AR
461,2015,8100.333333,Cross County,AR
462,2010,5883.666667,Desha County,AR
463,2011,6150.25,Desha County,AR
464,2012,5930.25,Desha County,AR
465,2013,5643.333333,Desha County,AR
466,2014,5552.166667,Desha County,AR
467,2015,5546.583333,Desha County,AR
468,2010,8566.916667,Grant County,AR
469,2011,8559.666667,Grant County,AR
470,2012,8424.25,Grant County,AR
471,2013,8272.75,Grant County,AR
472,2014,8221.916667,Grant County,AR
473,2015,8258.416667,Grant County,AR
474,2010,5139.25,Izard County,AR
475,2011,5232.25,Izard County,AR
476,2012,5162.416667,Izard County,AR
477,2013,5002,Izard County,AR
478,2014,4916.416667,Izard County,AR
479,2015,4978.666667,Izard County,AR
480,2010,9804.75,Logan County,AR
481,2011,9640.416667,Logan County,AR
482,2012,9626.166667,Logan County,AR
483,2013,9247.75,Logan County,AR
484,2014,9078.916667,Logan County,AR
485,2015,9161.833333,Logan County,AR
486,2010,4560.333333,Perry County,AR
487,2011,4520.25,Perry County,AR
488,2012,4415,Perry County,AR
489,2013,4364.333333,Perry County,AR
490,2014,4231.166667,Perry County,AR
491,2015,4200.583333,Perry County,AR
492,2010,4720.916667,Scott County,AR
493,2011,4832.583333,Scott County,AR
494,2012,4647.583333,Scott County,AR
495,2013,4590.833333,Scott County,AR
496,2014,4543,Scott County,AR
497,2015,4485.583333,Scott County,AR
498,2010,6308.083333,Sharp County,AR
499,2011,6294.083333,Sharp County,AR
500,2012,6105.416667,Sharp County,AR
501,2013,6018.833333,Sharp County,AR
502,2014,5968.416667,Sharp County,AR
503,2015,6003.916667,Sharp County,AR
504,2010,5521.666667,Stone County,AR
505,2011,5402.5,Stone County,AR
506,2012,5051.666667,Stone County,AR
507,2013,4802.166667,Stone County,AR
508,2014,4700.916667,Stone County,AR
509,2015,4704.916667,Stone County,AR
510,2010,17164.41667,Union County,AR
511,2011,16976.91667,Union County,AR
512,2012,16755.75,Union County,AR
513,2013,16600.25,Union County,AR
514,2014,16579.58333,Union County,AR
515,2015,16870.16667,Union County,AR
516,2010,36441.75,White County,AR
517,2011,36767.83333,White County,AR
518,2012,36245.91667,White County,AR
519,2013,35093.91667,White County,AR
520,2014,34473.58333,White County,AR
521,2015,34536.5,White County,AR
522,2010,9745.166667,Ashley County,AR
523,2011,9886.333333,Ashley County,AR
524,2012,9298.25,Ashley County,AR
525,2013,8922.083333,Ashley County,AR
526,2014,8475,Ashley County,AR
527,2015,8145.416667,Ashley County,AR
528,2010,16609.75,Baxter County,AR
529,2011,16602.25,Baxter County,AR
530,2012,16373,Baxter County,AR
531,2013,16066.58333,Baxter County,AR
532,2014,15985.41667,Baxter County,AR
533,2015,16217.41667,Baxter County,AR
534,2010,107120.5833,Benton County,AR
535,2011,109574.1667,Benton County,AR
536,2012,110768.1667,Benton County,AR
537,2013,111857.3333,Benton County,AR
538,2014,115420.4167,Benton County,AR
539,2015,121826.4167,Benton County,AR
540,2010,4271.416667,Chicot County,AR
541,2011,4281.166667,Chicot County,AR
542,2012,4061.583333,Chicot County,AR
543,2013,3842.416667,Chicot County,AR
544,2014,3850.166667,Chicot County,AR
545,2015,3725.25,Chicot County,AR
546,2010,9028.583333,Conway County,AR
547,2011,9038.5,Conway County,AR
548,2012,8704.416667,Conway County,AR
549,2013,8647.083333,Conway County,AR
550,2014,8595.833333,Conway County,AR
551,2015,8638.833333,Conway County,AR
552,2010,3487.416667,Dallas County,AR
553,2011,3321.583333,Dallas County,AR
554,2012,3181.333333,Dallas County,AR
555,2013,2934.5,Dallas County,AR
556,2014,2878,Dallas County,AR
557,2015,2872.166667,Dallas County,AR
558,2010,5172.416667,Fulton County,AR
559,2011,5126.916667,Fulton County,AR
560,2012,5110.166667,Fulton County,AR
561,2013,4918.166667,Fulton County,AR
562,2014,4801.333333,Fulton County,AR
563,2015,4758.666667,Fulton County,AR
564,2010,19682.33333,Greene County,AR
565,2011,20146.83333,Greene County,AR
566,2012,20006.5,Greene County,AR
567,2013,19419.91667,Greene County,AR
568,2014,19626.83333,Greene County,AR
569,2015,19949.66667,Greene County,AR
570,2010,6545.333333,Howard County,AR
571,2011,6745.333333,Howard County,AR
572,2012,6433.666667,Howard County,AR
573,2013,6234.833333,Howard County,AR
574,2014,6195.75,Howard County,AR
575,2015,6057.166667,Howard County,AR
576,2010,33287.33333,Lonoke County,AR
577,2011,33448.08333,Lonoke County,AR
578,2012,33083.16667,Lonoke County,AR
579,2013,32796.5,Lonoke County,AR
580,2014,32746.75,Lonoke County,AR
581,2015,32999.58333,Lonoke County,AR
582,2010,6715.75,Marion County,AR
583,2011,6757.916667,Marion County,AR
584,2012,6608.416667,Marion County,AR
585,2013,6513.333333,Marion County,AR
586,2014,6535.333333,Marion County,AR
587,2015,6523.916667,Marion County,AR
588,2010,20560.16667,Miller County,AR
589,2011,20807.33333,Miller County,AR
590,2012,20259.91667,Miller County,AR
591,2013,19555.91667,Miller County,AR
592,2014,19371.91667,Miller County,AR
593,2015,19910.16667,Miller County,AR
594,2010,3413,Monroe County,AR
595,2011,3390.083333,Monroe County,AR
596,2012,3269.833333,Monroe County,AR
597,2013,3120.666667,Monroe County,AR
598,2014,3093.083333,Monroe County,AR
599,2015,2972.666667,Monroe County,AR
600,2010,4015.5,Nevada County,AR
601,2011,4180.5,Nevada County,AR
602,2012,4128.916667,Nevada County,AR
603,2013,3779.333333,Nevada County,AR
604,2014,3683.083333,Nevada County,AR
605,2015,3633.333333,Nevada County,AR
606,2010,3790.25,Newton County,AR
607,2011,3802.5,Newton County,AR
608,2012,3628.083333,Newton County,AR
609,2013,3490.166667,Newton County,AR
610,2014,3362.75,Newton County,AR
611,2015,3394.25,Newton County,AR
612,2010,53382.08333,Saline County,AR
613,2011,54212.25,Saline County,AR
614,2012,54388.08333,Saline County,AR
615,2013,54784.5,Saline County,AR
616,2014,54611,Saline County,AR
617,2015,55992.33333,Saline County,AR
618,2010,3393.166667,Searcy County,AR
619,2011,3335.25,Searcy County,AR
620,2012,3219.583333,Searcy County,AR
621,2013,3125.25,Searcy County,AR
622,2014,2993.833333,Searcy County,AR
623,2015,3026.833333,Searcy County,AR
624,2010,7059,Sevier County,AR
625,2011,6402.5,Sevier County,AR
626,2012,6130.5,Sevier County,AR
627,2013,5925.666667,Sevier County,AR
628,2014,5792.75,Sevier County,AR
629,2015,5603.25,Sevier County,AR
630,2010,5001.5,Bradley County,AR
631,2011,4559.5,Bradley County,AR
632,2012,4371.416667,Bradley County,AR
633,2013,4127.083333,Bradley County,AR
634,2014,4153.583333,Bradley County,AR
635,2015,4382.333333,Bradley County,AR
636,2010,2680.666667,Calhoun County,AR
637,2011,2639.166667,Calhoun County,AR
638,2012,2510.916667,Calhoun County,AR
639,2013,2424.083333,Calhoun County,AR
640,2014,2367.416667,Calhoun County,AR
641,2015,2407.166667,Calhoun County,AR
642,2010,12611.25,Carroll County,AR
643,2011,12895.91667,Carroll County,AR
644,2012,12478.66667,Carroll County,AR
645,2013,12284.33333,Carroll County,AR
646,2014,12542.66667,Carroll County,AR
647,2015,12657.33333,Carroll County,AR
648,2010,41562.25,Garland County,AR
649,2011,41787.33333,Garland County,AR
650,2012,41203.25,Garland County,AR
651,2013,40834,Garland County,AR
652,2014,40339,Garland County,AR
653,2015,39949.66667,Garland County,AR
654,2010,6733.25,Jackson County,AR
655,2011,6713.916667,Jackson County,AR
656,2012,6469.583333,Jackson County,AR
657,2013,6276.333333,Jackson County,AR
658,2014,6190.333333,Jackson County,AR
659,2015,6187.916667,Jackson County,AR
660,2010,10976.83333,Johnson County,AR
661,2011,11133.66667,Johnson County,AR
662,2012,10807.08333,Johnson County,AR
663,2013,10563.91667,Johnson County,AR
664,2014,10296.66667,Johnson County,AR
665,2015,10399.08333,Johnson County,AR
666,2010,4699.166667,Lincoln County,AR
667,2011,4781.5,Lincoln County,AR
668,2012,4585.333333,Lincoln County,AR
669,2013,4353.333333,Lincoln County,AR
670,2014,4214.333333,Lincoln County,AR
671,2015,4126.25,Lincoln County,AR
672,2010,7270.166667,Madison County,AR
673,2011,7243.666667,Madison County,AR
674,2012,6970.666667,Madison County,AR
675,2013,6857.333333,Madison County,AR
676,2014,6967.5,Madison County,AR
677,2015,7082.75,Madison County,AR
678,2010,3967.583333,Prairie County,AR
679,2011,3937.083333,Prairie County,AR
680,2012,3825.333333,Prairie County,AR
681,2013,3802.833333,Prairie County,AR
682,2014,3812.666667,Prairie County,AR
683,2015,3727.666667,Prairie County,AR
684,2010,189321.5833,Pulaski County,AR
685,2011,190082.5,Pulaski County,AR
686,2012,188483.6667,Pulaski County,AR
687,2013,186724.5,Pulaski County,AR
688,2014,184548.3333,Pulaski County,AR
689,2015,186061.0833,Pulaski County,AR
690,2010,11331.83333,Arkansas County,AR
691,2011,10588.83333,Arkansas County,AR
692,2012,9913.5,Arkansas County,AR
693,2013,9588.416667,Arkansas County,AR
694,2014,9465.416667,Arkansas County,AR
695,2015,9487.166667,Arkansas County,AR
696,2010,10336.83333,Cleburne County,AR
697,2011,10550.75,Cleburne County,AR
698,2012,10389.41667,Cleburne County,AR
699,2013,10027.41667,Cleburne County,AR
700,2014,9745.75,Cleburne County,AR
701,2015,9609.666667,Cleburne County,AR
702,2010,10507.75,Columbia County,AR
703,2011,10445.75,Columbia County,AR
704,2012,10114.83333,Columbia County,AR
705,2013,9678.5,Columbia County,AR
706,2014,9538.75,Columbia County,AR
707,2015,9536.833333,Columbia County,AR
708,2010,28322.83333,Crawford County,AR
709,2011,28020.41667,Crawford County,AR
710,2012,27610.25,Crawford County,AR
711,2013,27055.83333,Crawford County,AR
712,2014,26802.58333,Crawford County,AR
713,2015,26854.33333,Crawford County,AR
714,2010,58710.83333,Faulkner County,AR
715,2011,59482,Faulkner County,AR
716,2012,59722.91667,Faulkner County,AR
717,2013,59299.83333,Faulkner County,AR
718,2014,59046,Faulkner County,AR
719,2015,59915.41667,Faulkner County,AR
720,2010,7800.5,Franklin County,AR
721,2011,7799.083333,Franklin County,AR
722,2012,7668.583333,Franklin County,AR
723,2013,7422.416667,Franklin County,AR
724,2014,7287.75,Franklin County,AR
725,2015,7411.75,Franklin County,AR
726,2010,7445.416667,Lawrence County,AR
727,2011,7470.666667,Lawrence County,AR
728,2012,7235.5,Lawrence County,AR
729,2013,7149.166667,Lawrence County,AR
730,2014,7084.666667,Lawrence County,AR
731,2015,7046.416667,Lawrence County,AR
732,2010,11294.25,Ouachita County,AR
733,2011,11065.5,Ouachita County,AR
734,2012,10497.66667,Ouachita County,AR
735,2013,10252.83333,Ouachita County,AR
736,2014,9953.666667,Ouachita County,AR
737,2015,9881.666667,Ouachita County,AR
738,2010,8585.25,Phillips County,AR
739,2011,8447,Phillips County,AR
740,2012,7969.333333,Phillips County,AR
741,2013,7594.916667,Phillips County,AR
742,2014,7227.75,Phillips County,AR
743,2015,6994.75,Phillips County,AR
744,2010,10737.75,Poinsett County,AR
745,2011,10816.33333,Poinsett County,AR
746,2012,10386.75,Poinsett County,AR
747,2013,10146.91667,Poinsett County,AR
748,2014,10103.08333,Poinsett County,AR
749,2015,10064.41667,Poinsett County,AR
750,2010,7259.583333,Randolph County,AR
751,2011,7186,Randolph County,AR
752,2012,6867.083333,Randolph County,AR
753,2013,6691.833333,Randolph County,AR
754,2014,6550.833333,Randolph County,AR
755,2015,6183.833333,Randolph County,AR
756,2010,3629.583333,Woodruff County,AR
757,2011,3570.666667,Woodruff County,AR
758,2012,3383.083333,Woodruff County,AR
759,2013,3237.083333,Woodruff County,AR
760,2014,3166.666667,Woodruff County,AR
761,2015,3030.833333,Woodruff County,AR
762,2010,3888.833333,Cleveland County,AR
763,2011,3885,Cleveland County,AR
764,2012,3751.083333,Cleveland County,AR
765,2013,3599.666667,Cleveland County,AR
766,2014,3454.916667,Cleveland County,AR
767,2015,3358.333333,Cleveland County,AR
768,2010,47795.08333,Craighead County,AR
769,2011,49189.41667,Craighead County,AR
770,2012,49059.08333,Craighead County,AR
771,2013,49333,Craighead County,AR
772,2014,49477.08333,Craighead County,AR
773,2015,50998.83333,Craighead County,AR
774,2010,10673.25,Hempstead County,AR
775,2011,11023.75,Hempstead County,AR
776,2012,10851.5,Hempstead County,AR
777,2013,10096.5,Hempstead County,AR
778,2014,9927.083333,Hempstead County,AR
779,2015,9855.583333,Hempstead County,AR
780,2010,33973.25,Jefferson County,AR
781,2011,33726.33333,Jefferson County,AR
782,2012,32468.75,Jefferson County,AR
783,2013,31026.58333,Jefferson County,AR
784,2014,29502.41667,Jefferson County,AR
785,2015,28769.58333,Jefferson County,AR
786,2010,3040.833333,Lafayette County,AR
787,2011,3006.833333,Lafayette County,AR
788,2012,2885.916667,Lafayette County,AR
789,2013,2742.5,Lafayette County,AR
790,2014,2662.25,Lafayette County,AR
791,2015,2617.5,Lafayette County,AR
792,2010,59542.66667,Sebastian County,AR
793,2011,59599.91667,Sebastian County,AR
794,2012,59025,Sebastian County,AR
795,2013,58153.08333,Sebastian County,AR
796,2014,57182.58333,Sebastian County,AR
797,2015,57730.41667,Sebastian County,AR
798,2010,6475.666667,Van Buren County,AR
799,2011,6756.333333,Van Buren County,AR
800,2012,6604.666667,Van Buren County,AR
801,2013,6493.333333,Van Buren County,AR
802,2014,6454.583333,Van Buren County,AR
803,2015,6426.5,Van Buren County,AR
804,2010,22818.91667,Crittenden County,AR
805,2011,22777.41667,Crittenden County,AR
806,2012,22103.08333,Crittenden County,AR
807,2013,21541.25,Crittenden County,AR
808,2014,21432.75,Crittenden County,AR
809,2015,21424.25,Crittenden County,AR
810,2010,14187.66667,Hot Spring County,AR
811,2011,14527.08333,Hot Spring County,AR
